ticks;sheep_plasticity;wolf_plasticity;cost_plasticity_sheep;cost_plasticity_wolf;sheep_gain_from_food;wolf_gain_from_food;sheep_reproduce;wolf_reproduce;grass_regrowth_time;model-version;replicate-number;Richness;Shannon;Evenness;AbRelPgre;AbRelPvio;AbRelPgray;AbRelPsky;AbRelSone;AbRelSthree;AbRelSfou;AbRelWone;AbRelWtwo;AbRelWfour;abto-patchesgreen;abto-patchesviolet;abto-patchesgray;ab-to-patchessky;abto-sheepone;abu-to-sheepthree;ab-to-sheepfour;ab-to-wolvesone;abto-wolvestwo;abto-wolvesfour;abundance-total
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;71;9;2,05141486;0,933639138;0,146413043;0,128152174;0,155217391;0,109565217;0,10173913;0,122934783;0,189456522;0;0,033804348;0,012717391;1347;1179;1428;1008;936;1131;1743;0;311;117;9200
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;72;10;2,19961791;0,95528192;0,147312541;0,131927548;0,111872988;0,134213178;0,04615498;0,100027034;0,136203888;0,022684264;0,116935781;0,052667797;5994;5368;4552;5461;1878;4070;5542;923;4758;2143;40689
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;72;7;1,858865175;0,955267732;0,193080228;0,151515152;0,095553233;0,15929409;0,066295135;0,087542088;0,246720074;0;0;0;1663;1305;823;1372;571;754;2125;0;0;0;8613
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;73;10;2,154679265;0,935765315;0,157881894;0,15932162;0,096754514;0,109077599;0,046852123;0,104685212;0,130527086;0,011859444;0,144582723;0,038457784;6470;6529;3965;4470;1920;4290;5349;486;5925;1576;40980
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;73;10;2,083490651;0,904848493;0,138564451;0,169356551;0,09269484;0,12051391;0,119452113;0,12656615;0,163198131;0,000424719;0,055850499;0,013378637;1305;1595;873;1135;1125;1192;1537;4;526;126;9418
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;74;10;2,202249458;0,956424787;0,145610536;0,098243253;0,111004302;0,172622624;0,068827954;0,095479561;0,120424888;0,020235034;0,114152508;0,053399342;6059;4088;4619;7183;2864;3973;5011;842;4750;2222;41611
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;74;10;1,921854606;0,83465085;0,26205983;0,057622254;0,063693564;0,186996357;0,090186555;0,065901314;0,216911359;0,000110387;0,046473121;0,010045259;2374;522;577;1694;817;597;1965;1;421;91;9059
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;75;10;2,180021691;0,946771391;0,177941176;0,132916667;0,114264706;0,113946078;0,052377451;0,094362745;0,129485294;0,013504902;0,116789216;0,054411765;7260;5423;4662;4649;2137;3850;5283;551;4765;2220;40800
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;75;10;1,986777035;0,862846303;0,183902878;0,152428058;0,064410971;0,150517086;0,073965827;0,103529676;0,229653777;0,005283273;0,03181205;0,004496403;1636;1356;573;1339;658;921;2043;47;283;40;8896
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;76;10;2,196350986;0,953863114;0,124931792;0,149536187;0,122054665;0,131281314;0,03204524;0,109702862;0,135175356;0,027952775;0,111215834;0,056103973;5037;6029;4921;5293;1292;4423;5450;1127;4484;2262;40318
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;76;10;2,092517171;0,908768661;0,14952323;0,057212416;0,105498073;0,176100629;0,148711706;0,123960235;0,155001014;0,003854737;0,058531142;0,021606817;1474;564;1040;1736;1466;1222;1528;38;577;213;9858
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;77;10;2,164695333;0,940115238;0,169677545;0,164020008;0,091443279;0,099456099;0,060168998;0,102102758;0,122110528;0,008644134;0,130778943;0,051597708;6988;6755;3766;4096;2478;4205;5029;356;5386;2125;41184
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;77;9;1,829570485;0,832673411;0,100426338;0,271790621;0,074490763;0,083964946;0,070345808;0,128967314;0,262316438;0;0,006158219;0,001539555;848;2295;629;709;594;1089;2215;0;52;13;8444
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;78;10;2,178145254;0,945956465;0,180730945;0,109307488;0,109617818;0,118736721;0,105010623;0,075744193;0,127784011;0,005967869;0,11031009;0,056790241;7571;4579;4592;4974;4399;3173;5353;250;4621;2379;41891
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;78;10;1,995727255;0,866733334;0,101589841;0,04569543;0,134786521;0,190480952;0,204179582;0,124187581;0,156584342;0,00179982;0,03209679;0,00859914;1016;457;1348;1905;2042;1242;1566;18;321;86;10001
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;79;10;2,159149373;0,937706658;0,171138982;0,129332556;0,119537213;0,114384327;0,051698994;0,092241505;0,130086043;0,010378688;0,141436974;0,039764717;7041;5321;4918;4706;2127;3795;5352;427;5819;1636;41142
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;79;10;2,066536132;0,897485239;0,165944861;0,084187177;0,148938418;0,120840815;0,094116404;0,117460653;0,170064434;0,002429492;0,094855815;0,001161931;1571;797;1410;1144;891;1112;1610;23;898;11;9467
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;80;10;2,198328606;0,954721983;0,138566553;0,132228181;0,10665529;0,148269137;0,046855193;0,116089712;0,118820088;0,020819113;0,119356412;0,052340322;5684;5424;4375;6082;1922;4762;4874;854;4896;2147;41020
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;80;9;2,032157562;0,924874764;0,157337044;0,078989618;0,074494274;0,225623461;0,093224874;0,132291555;0,162153484;0;0,06464733;0,01123836;1470;738;696;2108;871;1236;1515;0;604;105;9343
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;81;10;2,203188266;0,956832506;0,127466601;0,169996323;0,113641378;0,114916044;0,040519672;0,106630715;0,13173183;0,033680598;0,111999019;0,049417821;5200;6935;4636;4688;1653;4350;5374;1374;4569;2016;40795
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;81;10;2,121797681;0,921485024;0,133981576;0,113203685;0,100716479;0,150767656;0,134698055;0,104605937;0,169703173;0,004605937;0,07011259;0,017604913;1309;1106;984;1473;1316;1022;1658;45;685;172;9770
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;82;10;2,175096173;0,944632265;0,17653228;0,11816785;0,120265359;0,113850882;0,04931587;0,098558572;0,13341138;0,014706958;0,128338333;0,046852516;7238;4845;4931;4668;2022;4041;5470;603;5262;1921;41001
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;82;10;2,084416152;0,905250433;0,108643326;0,112691466;0,184026258;0,112035011;0,064551422;0,149562363;0,186761488;0,003282276;0,055251641;0,023194748;993;1030;1682;1024;590;1367;1707;30;505;212;9140
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;83;10;2,177060226;0,945485243;0,161388255;0,128503424;0,118035654;0,118982853;0,060426483;0,089546801;0,133045126;0,010127751;0,131927916;0,048015738;6645;5291;4860;4899;2488;3687;5478;417;5432;1977;41174
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;83;10;2,07424059;0,900831242;0,180805569;0,128095475;0,094679264;0,117056191;0,161213327;0,1123819;0,12332173;0,000795624;0,076479364;0,005171556;1818;1288;952;1177;1621;1130;1240;8;769;52;10055
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;84;10;2,177427713;0,945644841;0,185559636;0,110401068;0,121321951;0,107420478;0,081501264;0,087796271;0,122991082;0,009060995;0,12485097;0,049096285;7782;4630;5088;4505;3418;3682;5158;380;5236;2059;41938
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;84;10;2,08472898;0,905386292;0,102874112;0,104252837;0,174567823;0,117934033;0,11878248;0,119312759;0,173401209;0,007636017;0,079966062;0,001272669;970;983;1646;1112;1120;1125;1635;72;754;12;9429
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;85;10;2,204973951;0,95760802;0,14035172;0,12019508;0,12651355;0,126129156;0,078176052;0,092855084;0,13069383;0,013501826;0,119210071;0,052373631;5842;5003;5266;5250;3254;3865;5440;562;4962;2180;41624
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;85;9;1,936065011;0,881141159;0,143758605;0,160738871;0,140660854;0,105782469;0,086392841;0,108994952;0,243001377;0;0,009063791;0,001606241;1253;1401;1226;922;753;950;2118;0;79;14;8716
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;86;10;2,181403393;0,947371456;0,170271728;0,14059741;0,107857563;0,113866;0,047552482;0,098710026;0,130665097;0,016431234;0,12291544;0,051133019;6943;5733;4398;4643;1939;4025;5328;670;5012;2085;40776
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;86;10;2,072473462;0,900063788;0,145506279;0,082025118;0,133634223;0,114305338;0,197605965;0,095663265;0,144230769;0,000392465;0,076726845;0,009909733;1483;836;1362;1165;2014;975;1470;4;782;101;10192
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;87;10;2,185482461;0,949142973;0,113476577;0,15862052;0,131361472;0,12408417;0,041517626;0,098699953;0,140340923;0,018846979;0,120482522;0,052569258;4600;6430;5325;5030;1683;4001;5689;764;4884;2131;40537
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;87;10;2,018581782;0,876658929;0,186209925;0,140425999;0,128129117;0,109464207;0,048199385;0,11506368;0,205204216;0,000439174;0,060825648;0,006038647;1696;1279;1167;997;439;1048;1869;4;554;55;9108
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;88;10;2,205245689;0,957726034;0,141938557;0,122124315;0,112741129;0,142605382;0,089926173;0,089402239;0,121552751;0,010550131;0,108716361;0,060442963;5960;5128;4734;5988;3776;3754;5104;443;4565;2538;41990
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;88;9;2,103123447;0,95717273;0,146172174;0,137470217;0,102144411;0,131772506;0,142235574;0,107324148;0,152905832;0;0,061638869;0,018336269;1411;1327;986;1272;1373;1036;1476;0;595;177;9653
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;89;10;2,171533684;0,943085096;0,182588051;0,135080892;0,120958465;0,094231099;0,04170644;0,10771716;0,124899038;0,017475586;0,126000441;0,04934283;7460;5519;4942;3850;1704;4401;5103;714;5148;2016;40857
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;89;10;2,035746488;0,884113466;0,14502026;0,130518234;0,125186607;0,101300917;0,165600341;0,087651951;0,200895713;0,002239283;0,034868842;0,00671785;1360;1224;1174;950;1553;822;1884;21;327;63;9378
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;90;10;2,184502217;0,948717259;0,157495809;0,112431067;0,115176251;0,141097588;0,044505988;0,100065593;0,13089425;0,022082939;0,133809489;0,042441027;6483;4628;4741;5808;1832;4119;5388;909;5508;1747;41163
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;90;10;2,038313334;0,885228233;0,152554304;0,074316171;0,1288214;0,148732904;0,188958166;0,087590507;0,16804103;0,003016895;0,041029767;0,006938858;1517;739;1281;1479;1879;871;1671;30;408;69;9944
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;91;10;2,171583437;0,943106704;0,190428955;0,114920282;0,139694675;0,090266857;0,057629497;0,098710473;0,122638086;0,011854934;0,11956548;0,05429076;7871;4750;5774;3731;2382;4080;5069;490;4942;2244;41333
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;91;10;1,974773771;0,857633352;0,204025213;0,128276015;0,180802831;0,026429282;0,04909875;0,130819418;0,202919385;0,00398098;0,063253345;0,01039478;1845;1160;1635;239;444;1183;1835;36;572;94;9043
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;92;10;2,159927087;0,938044415;0,117830191;0,130083933;0,12961072;0,143333914;0,033971757;0,100645065;0,147219247;0,01486887;0,140494633;0,04194167;4731;5223;5204;5755;1364;4041;5911;597;5641;1684;40151
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;92;10;2,038924512;0,885493665;0,155680971;0,106165478;0,112767543;0,144925993;0,143435204;0,085081461;0,195612821;0,000532425;0,052390587;0,003407518;1462;997;1059;1361;1347;799;1837;5;492;32;9391
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;93;10;2,211884195;0,9606091;0,155971501;0,103514068;0,147639174;0,125950972;0,051346456;0,107716459;0,117328825;0,027919333;0,106533027;0,056080184;6458;4286;6113;5215;2126;4460;4858;1156;4411;2322;41405
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;93;8;1,929682438;0,927981095;0,159924217;0,123927338;0,109327984;0,15446339;0,118800847;0,140421264;0,193023515;0;0,000111445;0;1435;1112;981;1386;1066;1260;1732;0;1;0;8973
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;94;10;2,213730671;0,961411015;0,166933644;0,106184166;0,129459735;0,123586234;0,057060337;0,098757342;0,126814232;0,028882093;0,109654871;0,052667346;6878;4375;5334;5092;2351;4069;5225;1190;4518;2170;41202
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;94;10;2,121356846;0,921293572;0,161140315;0,161443591;0,100485241;0,081884351;0,120602507;0,108572584;0,150930044;0,001314193;0,088859685;0,024767489;1594;1597;994;810;1193;1074;1493;13;879;245;9892
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;95;10;2,178891664;0,946280626;0,147304331;0,123833841;0,091868801;0,167779633;0,044682314;0,101419032;0,132402043;0,017259157;0,120568595;0,052882255;6000;5044;3742;6834;1820;4131;5393;703;4911;2154;40732
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;95;10;2,005802914;0,871109137;0,141861463;0,123311173;0,092215312;0,134248338;0,166523697;0,123203946;0,193652155;0,00407463;0,020051469;0,000857817;1323;1150;860;1252;1553;1149;1806;38;187;8;9326
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;96;10;2,191797248;0,95188545;0,152904902;0,135570177;0,103037219;0,136759815;0,062443856;0,093932846;0,127752555;0,014397048;0,122702663;0,05049892;6298;5584;4244;5633;2572;3869;5262;593;5054;2080;41189
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;96;10;2,077817335;0,902384603;0,181789672;0,103282459;0,12450345;0,136211583;0,081016099;0,129730295;0,158791553;0,000522685;0,074743885;0,009408321;1739;988;1191;1303;775;1241;1519;5;715;90;9566
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;97;10;2,190884808;0,951489183;0,127925268;0,122238087;0,129086905;0,141308294;0,065245275;0,0974807;0,125989206;0,012947412;0,132620217;0,045158636;5286;5051;5334;5839;2696;4028;5206;535;5480;1866;41321
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;97;10;2,043572633;0,887512318;0,176614015;0,136647938;0,054489558;0,12912117;0,125940846;0,128909149;0,185518923;0,002862292;0,053853493;0,006042616;1666;1289;514;1218;1188;1216;1750;27;508;57;9433
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;98;10;2,181616043;0,947463809;0,181345668;0,092079538;0,12879691;0,121548805;0,098517;0,082637929;0,124529112;0,006890468;0,102880168;0,060774403;7606;3862;5402;5098;4132;3466;5223;289;4315;2549;41942
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;98;10;2,126975064;0,923733534;0,148304658;0,125062884;0,125364725;0,13059664;0,137237147;0,081195291;0,159271556;0,00241473;0,061676225;0,028876144;1474;1243;1246;1298;1364;807;1583;24;613;287;9939
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;99;10;2,210192206;0,959874279;0,123322563;0,126034763;0,134878894;0,132591212;0,089809203;0,095469446;0,1125681;0,013584585;0,119643405;0,052097828;5229;5344;5719;5622;3808;4048;4773;576;5073;2209;42401
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;99;10;1,975234096;0,857833268;0,177785265;0,094227314;0,128256963;0,13353549;0,107479784;0,114442947;0,222821204;0,000112309;0,018755615;0,002583109;1583;839;1142;1189;957;1019;1984;1;167;23;8904
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;100;10;2,175345077;0,944740363;0,136672472;0,128038461;0,118079914;0,142878167;0,035370012;0,110377983;0,129044127;0,019279354;0,137089455;0,043170056;5572;5220;4814;5825;1442;4500;5261;786;5589;1760;40769
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationHighfractality;100;9;1,959625582;0,891864037;0,119145707;0,083586297;0,136816999;0,182241977;0,138226366;0,067541197;0,241760624;0;0,027320035;0,003360798;1099;771;1262;1681;1275;623;2230;0;252;31;9224
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;1;10;2,189401023;0,950844783;0,146054526;0,139757389;0,1271143;0,109248005;0,042786361;0,113665764;0,125893925;0,020038564;0,127675673;0,047765493;5984;5726;5208;4476;1753;4657;5158;821;5231;1957;40971
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;1;9;1,970711017;0,896909236;0,154801508;0,211909514;0,168219117;0,06154358;0,105123087;0,092592593;0,170769572;0;0,033821246;0,001219783;1396;1911;1517;555;948;835;1540;0;305;11;9018
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;2;10;2,191570256;0,951786869;0,18143076;0,100483624;0,130339016;0,108695652;0,083915916;0,082000575;0,134026049;0,015514269;0,113196706;0,050397433;7578;4197;5444;4540;3505;3425;5598;648;4728;2105;41768
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;2;8;1,887773637;0,907827221;0,227204438;0,133826419;0,164913903;0,135675488;0,095689356;0,061481567;0,179822027;0;0,001386802;0;1966;1158;1427;1174;828;532;1556;0;12;0;8653
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;3;10;2,170987913;0,942848071;0,184104383;0,128049373;0,089221499;0,12510934;0,065385363;0,075493245;0,14306541;0,014991739;0,127927884;0,046651764;7577;5270;3672;5149;2691;3107;5888;617;5265;1920;41156
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;3;8;1,880913444;0,904528166;0,188745604;0,228370457;0,067057444;0,152989449;0,082883939;0,07971864;0,193200469;0;0,007033998;0;1610;1948;572;1305;707;680;1648;0;60;0;8530
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;4;10;2,194699917;0,953146063;0,132799538;0,149318329;0,103416769;0,139315684;0,068046839;0,096179278;0,124672389;0,01401813;0,123109476;0,049123566;5523;6210;4301;5794;2830;4000;5185;583;5120;2043;41589
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;4;8;1,889676019;0,908742074;0,16344464;0,143175161;0,112360867;0,185237258;0,062214411;0,106151142;0,225776216;0;0,001640305;0;1395;1222;959;1581;531;906;1927;0;14;0;8535
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;5;10;2,160895885;0,938465159;0,153825477;0,1191506;0,134472057;0,121911883;0,040197444;0,098062214;0,132101752;0,012389121;0,145541627;0,042347824;6295;4876;5503;4989;1645;4013;5406;507;5956;1733;40923
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;5;10;2,097046842;0,910735872;0,129721519;0,152607595;0,141974684;0,085367089;0,141772152;0,10764557;0,147848101;0,004151899;0,083443038;0,005468354;1281;1507;1402;843;1400;1063;1460;41;824;54;9875
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;6;10;2,174775831;0,944493143;0,173780129;0,11494415;0,093074662;0,135379189;0,096837155;0,078730159;0,123786008;0,007430923;0,127901235;0,04813639;7390;4888;3958;5757;4118;3348;5264;316;5439;2047;42525
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;6;8;1,937282841;0,931636116;0,206968641;0,118815331;0,121370499;0,172938444;0,075377468;0,094192799;0,195586527;0;0,01475029;0;1782;1023;1045;1489;649;811;1684;0;127;0;8610
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;7;10;2,184544434;0,948735593;0,110839928;0,167172053;0,102877006;0,134457511;0,040209058;0,114735103;0,134137021;0,02630476;0,127579321;0,041688238;4496;6781;4173;5454;1631;4654;5441;1067;5175;1691;40563
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;7;7;1,748627446;0,898616746;0,226982568;0,210778296;0,09121041;0,142523938;0,019887061;0,056592192;0,252025534;0;0;0;1849;1717;743;1161;162;461;2053;0;0;0;8146
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;8;10;2,169788173;0,94232703;0,167178138;0,140727751;0,10521701;0,119392079;0,055214575;0,089166545;0,132032734;0,011325442;0,133859418;0,045886307;6864;5778;4320;4902;2267;3661;5421;465;5496;1884;41058
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;8;7;1,784445008;0,917023332;0,231343284;0,148892634;0,173567646;0,15370727;0,044415022;0,027443428;0,220630717;0;0;0;1922;1237;1442;1277;369;228;1833;0;0;0;8308
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;9;10;2,192263683;0,952088021;0,121533721;0,149435125;0,135276569;0,122756395;0,056120702;0,08722551;0,142001272;0,015234509;0,115542622;0,054873576;4970;6111;5532;5020;2295;3567;5807;623;4725;2244;40894
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;9;8;1,855247822;0,892185611;0,185110664;0,164871582;0,109598769;0,189608238;0,067345248;0,054917742;0,226890756;0,001657001;0;0;1564;1393;926;1602;569;464;1917;14;0;0;8449
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;10;10;2,154846593;0,935837984;0,177380342;0,095922207;0,115810306;0,152434704;0,054606758;0,083339441;0,134940995;0,008649124;0,129174913;0,04774121;7260;3926;4740;6239;2235;3411;5523;354;5287;1954;40929
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;10;7;1,674626572;0,86058782;0,270524233;0,116716123;0,171859545;0,182245302;0,003338279;0,028684471;0,226632047;0;0;0;2188;944;1390;1474;27;232;1833;0;0;0;8088
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;11;10;2,200104563;0,955493271;0,10498826;0,105802865;0,17396617;0,13982462;0,064833006;0,103694475;0,117950069;0,021778715;0,11981887;0,047342949;4382;4416;7261;5836;2706;4328;4923;909;5001;1976;41738
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;11;9;1,888282465;0,859394385;0,172842402;0,189493433;0,187382739;0,136491557;0,057340525;0,090173546;0,165572233;0;0,000586304;0,000117261;1474;1616;1598;1164;489;769;1412;0;5;1;8528
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;12;10;2,200279556;0,95556927;0,128552513;0,128481581;0,154158982;0,09921029;0,103466213;0,085898709;0,121412021;0,011325484;0,115359153;0,052135055;5437;5434;6520;4196;4376;3633;5135;479;4879;2205;42294
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;12;10;1,904494105;0,827111281;0,180770145;0,169479439;0,159971476;0,140599002;0,047302116;0,09995246;0,196933682;0,001069646;0,003208937;0,000713097;1521;1426;1346;1183;398;841;1657;9;27;6;8414
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;13;10;2,18517816;0,949010817;0,164915487;0,111153855;0,098074103;0,147772355;0,083263206;0,085475223;0,126565844;0,008222933;0,117236902;0,057320093;6859;4623;4079;6146;3463;3555;5264;342;4876;2384;41591
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;13;10;1,978713321;0,859344276;0,145984574;0,087681488;0,112182396;0,210639746;0,088362069;0,089836661;0,223797641;0,003062613;0,038112523;0,00034029;1287;773;989;1857;779;792;1973;27;336;3;8816
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;14;10;2,18694987;0,949780261;0,123267387;0,133147227;0,115912125;0,154897439;0,063939799;0,101589999;0,121276854;0,009030222;0,122976089;0,05396286;5078;5485;4775;6381;2634;4185;4996;372;5066;2223;41195
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;14;8;1,91783261;0,922282532;0,177772654;0,113211898;0,110906156;0,175812774;0,110790869;0,072054415;0,230228268;0;0,009222965;0;1542;982;962;1525;961;625;1997;0;80;0;8674
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;15;10;2,182177019;0,947707438;0,151889308;0,109370871;0,127531288;0,138004756;0,06790939;0,092675779;0,124624661;0,009272382;0,130534003;0,048187562;6323;4553;5309;5745;2827;3858;5188;386;5434;2006;41629
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;15;9;2,038682187;0,927844248;0,188118812;0,13698183;0,123490371;0,118485475;0,122184746;0,119029485;0,154063758;0;0,029811772;0,00783375;1729;1259;1135;1089;1123;1094;1416;0;274;72;9191
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;16;10;2,175312811;0,94472635;0,159976815;0,119523741;0,112592378;0,128145679;0,068927209;0,106385548;0,121600734;0,005723808;0,128652852;0,048471236;6624;4949;4662;5306;2854;4405;5035;237;5327;2007;41406
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;16;7;1,805945358;0,928072326;0,172418013;0,101443955;0,192608908;0,199216838;0,020558003;0,090553108;0,223201175;0;0;0;1409;829;1574;1628;168;740;1824;0;0;0;8172
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;17;10;2,171498513;0,943069822;0,148037064;0,092001951;0,133040722;0,149841502;0,047305535;0,103486954;0,131845891;0,013972202;0,135308461;0,045159717;6071;3773;5456;6145;1940;4244;5407;573;5549;1852;41010
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;17;8;1,856189453;0,89263844;0,224310921;0,117864145;0,151308961;0,092953523;0,110021912;0,057086841;0,244608465;0;0,001845231;0;1945;1022;1312;806;954;495;2121;0;16;0;8671
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;18;10;2,177667758;0,945749091;0,163660912;0,137452985;0,128049957;0,103192208;0,058057672;0,094174945;0,123565435;0,012585592;0,133523001;0,045737294;6788;5701;5311;4280;2408;3906;5125;522;5538;1897;41476
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;18;7;1,776828099;0,913109015;0,204051565;0,173848987;0,177163904;0,105709024;0,045058318;0,03364027;0,260527931;0;0;0;1662;1416;1443;861;367;274;2122;0;0;0;8145
500;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;19;10;2,167869327;0,941493686;0,173226457;0,114020351;0,123596045;0,101204761;0,103412691;0,073197658;0,137371604;0,003359892;0,116204281;0,054406259;7218;4751;5150;4217;4309;3050;5724;140;4842;2267;41668
999;2;3;0,2;0,3;20;50;25;5;5;HighPerturbationLowfractality;19;9;2,00488081;0,912460579;0,186462324;0,093124734;0,158365262;0,088016177;0,169008089;0,111004683;0,156449553;0;0,035866326;0,001702852;1752;875;1488;827;1588;1043;1470;0;337;16;9396
