ticks;sheep_plasticity;wolf_plasticity;cost_plasticity_sheep;cost_plasticity_wolf;sheep_gain_from_food;wolf_gain_from_food;sheep_reproduce;wolf_reproduce;grass_regrowth_time;model-version;replicate-number;Richness;Shannon;Evenness;AbRelPgre;AbRelPvio;AbRelPgray;AbRelPsky;AbRelSone;AbRelSthree;AbRelSfou;AbRelWone;AbRelWtwo;AbRelWfour;abto-patchesgreen;abto-patchesviolet;abto-patchesgray;ab-to-patchessky;abto-sheepone;abu-to-sheepthree;ab-to-sheepfour;ab-to-wolvesone;abto-wolvestwo;abto-wolvesfour;abundance-total
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;1;10;2,165666513;0,940537016;0,071033938;0,169692186;0,142067877;0,110497238;0,037490134;0,099052881;0,103788477;0,135359116;0,122336227;0,008681926;180;430;360;280;95;251;263;343;310;22;2534
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;1;5;1,498252204;0,930916435;0,083857442;0,322851153;0,20754717;0,111111111;0;0;0,274633124;0;0;0;40;154;99;53;0;0;131;0;0;0;477
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;2;9;1,786039964;0,812861818;0,289308176;0;0,035516093;0,059563448;0,324824269;0,078061413;0,110617832;0,033296337;0,054384018;0,014428413;782;0;96;161;878;211;299;90;147;39;2703
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;2;4;1,384080152;0,998402786;0,222222222;0;0,265107212;0,255360624;0;0;0,257309942;0;0;0;114;0;136;131;0;0;132;0;0;0;513
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;3;8;1,61787521;0,778033514;0,484183104;0,039077038;0,097506513;0,066244883;0;0,049869743;0,052847041;0,171566803;0,038704875;0;1301;105;262;178;0;134;142;461;104;0;2687
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;3;5;1,107294321;0,688000644;0,622823985;0,042553191;0,050290135;0,081237911;0;0;0,203094778;0;0;0;322;22;26;42;0;0;105;0;0;0;517
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;4;9;1,368127569;0,62266169;0,402803738;0,011682243;0,011214953;0,014953271;0;0,002803738;0,343925234;0,170560748;0,035514019;0,006542056;862;25;24;32;0;6;736;365;76;14;2140
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;4;4;0,804703344;0,580470762;0,714028777;0,064748201;0;0,014388489;0;0;0,206834532;0;0;0;397;36;0;8;0;0;115;0;0;0;556
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;5;7;1,565362542;0,804437216;0,075704225;0,059859155;0,088028169;0,254929577;0;0;0,124295775;0,395070423;0,002112676;0;215;170;250;724;0;0;353;1122;6;0;2840
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;5;4;1,260682141;0,909389936;0,102912621;0;0,157281553;0,370873786;0;0;0,368932039;0;0;0;53;0;81;191;0;0;190;0;0;0;515
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;6;8;1,481234592;0,712323267;0,463076295;0,010607915;0,028559772;0,088535292;0;0,002039984;0,167278662;0,201142391;0,03875969;0;1135;26;70;217;0;5;410;493;95;0;2451
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;6;4;1,0985859;0,792462215;0,564150943;0;0,1;0,075471698;0;0;0,260377358;0;0;0;299;0;53;40;0;0;138;0;0;0;530
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;7;9;1,860936209;0,846948568;0,322522523;0,059009009;0,147297297;0,077477477;0,005405405;0,061711712;0,168918919;0;0,139189189;0,018468468;716;131;327;172;12;137;375;0;309;41;2220
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;7;4;1,309835642;0,944846693;0,098790323;0;0,318548387;0,314516129;0;0;0,268145161;0;0;0;49;0;158;156;0;0;133;0;0;0;496
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;8;9;1,338918011;0,609367848;0,387254902;0,018137255;0,026960784;0,01127451;0;0,000490196;0,409313725;0,04754902;0,09754902;0,001470588;790;37;55;23;0;1;835;97;199;3;2040
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;8;3;0,98144976;0,893354071;0,558608059;0;0,269230769;0;0;0;0,172161172;0;0;0;305;0;147;0;0;0;94;0;0;0;546
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;9;7;1,46938288;0,755113426;0,511057499;0,080418175;0,047446723;0,057901086;0;0;0,112585444;0,175713711;0,014877362;0;1271;200;118;144;0;0;280;437;37;0;2487
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;9;5;1,418681906;0,881476629;0,313799622;0,321361059;0,145557656;0,024574669;0;0;0,194706994;0;0;0;166;170;77;13;0;0;103;0;0;0;529
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;10;9;1,747749269;0,795434972;0,316179337;0,195711501;0,03625731;0,055360624;0;0,009746589;0,123976608;0,214814815;0,047173489;0,000779727;811;502;93;142;0;25;318;551;121;2;2565
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;10;5;1,460890983;0,907702603;0,236472946;0,298597194;0,200400802;0,026052104;0;0;0,238476954;0;0;0;118;149;100;13;0;0;119;0;0;0;499
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;11;9;2,001910623;0,911108789;0,168070953;0,220399113;0,098891353;0,097117517;0;0,189356984;0,057206208;0,00443459;0,086031042;0,078492239;379;497;223;219;0;427;129;10;194;177;2255
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;11;5;1,315032457;0,817075606;0,344294004;0,058027079;0,015473888;0,299806576;0;0;0,282398453;0;0;0;178;30;8;155;0;0;146;0;0;0;517
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;12;8;1,661637558;0,799078755;0,394450694;0,015748031;0,121484814;0,053993251;0;0,001124859;0,104986877;0,181852268;0,126359205;0;1052;42;324;144;0;3;280;485;337;0;2667
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;12;4;1,301576348;0,938888872;0,389396709;0;0,294332724;0,120658135;0;0;0,195612431;0;0;0;213;0;161;66;0;0;107;0;0;0;547
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;13;10;2,142217347;0,930353173;0,128697657;0,029581252;0,171340761;0,156358048;0,108720707;0,067230119;0,100653093;0,089896274;0,14022282;0,00729927;335;77;446;407;283;175;262;234;365;19;2603
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;13;5;1,530281333;0,950817252;0,153518124;0,12793177;0,206823028;0,151385928;0;0;0,360341151;0;0;0;72;60;97;71;0;0;169;0;0;0;469
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;14;10;1,821893092;0,791238117;0,034545455;0,166818182;0,185454545;0,05;0,000454545;0,324090909;0,040454545;0,009090909;0,033636364;0,155454545;76;367;408;110;1;713;89;20;74;342;2200
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;14;4;1,375313359;0,992078881;0,292887029;0,280334728;0,217573222;0;0;0;0,209205021;0;0;0;140;134;104;0;0;0;100;0;0;0;478
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;15;10;2,010642715;0,873211036;0,01035444;0,09916368;0,144563919;0,282357626;0,092791716;0,1043409;0,095181203;0,108323377;0,06252489;0,000398248;26;249;363;709;233;262;239;272;157;1;2511
949;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;15;4;0,938912026;0,677281862;0,516746411;0,001594896;0,092503987;0,389154705;0;0;0;0;0;0;324;1;58;244;0;0;0;0;0;0;627
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;16;9;1,803243115;0,820691309;0,076891106;0,23524522;0,261845387;0,057356608;0;0,001246883;0,133832086;0,040315877;0,187448047;0,005818786;185;566;630;138;0;3;322;97;451;14;2406
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;16;5;1,293001903;0,803387253;0,083636364;0,287272727;0,452727273;0,02;0;0;0,156363636;0;0;0;46;158;249;11;0;0;86;0;0;0;550
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;17;7;1,710098207;0,878816634;0,064581641;0,136068237;0,155158408;0,109666937;0;0;0,212022746;0,314784728;0,007717303;0;159;335;382;270;0;0;522;775;19;0;2462
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;17;5;0,974703001;0,605617025;0,091588785;0,003738318;0,631775701;0,028037383;0;0;0,244859813;0;0;0;49;2;338;15;0;0;131;0;0;0;535
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;18;9;2,031209029;0,924443068;0,222766218;0,170134639;0,088127295;0,072623419;0;0,101183191;0,095879233;0,078335373;0,162790698;0,008159935;546;417;216;178;0;248;235;192;399;20;2451
991;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;18;4;1,256073894;0,906065789;0,34375;0,361111111;0,069444444;0,225694444;0;0;0;0;0;0;198;208;40;130;0;0;0;0;0;0;576
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;19;10;1,717667832;0,745973661;0,12252846;0,083882564;0,050029958;0,063810665;0,497902936;0,047034152;0,018873577;0,014679449;0,062612343;0,038645896;409;280;167;213;1662;157;63;49;209;129;3338
809;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;19;4;0,867140555;0,625509689;0,140869565;0,711304348;0,123478261;0,024347826;0;0;0;0;0;0;81;409;71;14;0;0;0;0;0;0;575
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;20;10;2,058982432;0,894204708;0,249058026;0,157498116;0,063300678;0,065938206;0,052750565;0,059532781;0,077995479;0,163903542;0,108892238;0,001130369;661;418;168;175;140;158;207;435;289;3;2654
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;20;5;1,455263576;0,904206099;0,193490054;0,432188065;0,126582278;0,146473779;0;0;0,101265823;0;0;0;107;239;70;81;0;0;56;0;0;0;553
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;21;7;1,519869281;0,781058304;0,486620795;0,039755352;0,037844037;0,038608563;0;0;0,118883792;0,176987768;0,101299694;0;1273;104;99;101;0;0;311;463;265;0;2616
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;21;4;1,001043546;0,72210028;0,603206413;0,04008016;0;0,088176353;0;0;0,268537074;0;0;0;301;20;0;44;0;0;134;0;0;0;499
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;22;7;1,608020195;0,826358913;0,310012063;0,113389626;0,012464817;0,05066345;0;0;0,192199437;0,286288701;0,034981906;0;771;282;31;126;0;0;478;712;87;0;2487
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;22;3;0,872200533;0,793911139;0,616858238;0,088122605;0;0;0;0;0,295019157;0;0;0;322;46;0;0;0;0;154;0;0;0;522
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;23;10;1,803920072;0,783432533;0,40303403;0,133661337;0,048380484;0,013120131;0,018860189;0,184501845;0,039360394;0,022550226;0,061090611;0,075440754;983;326;118;32;46;450;96;55;149;184;2439
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;23;4;1,364384291;0,984195225;0,301526718;0,175572519;0,29389313;0;0;0;0,229007634;0;0;0;158;92;154;0;0;0;120;0;0;0;524
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;24;8;1,639494209;0,788430055;0,005605865;0,229840448;0,13410953;0,259594653;0;0,006037085;0,164726175;0;0,199655024;0,00043122;13;533;311;602;0;14;382;0;463;1;2319
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;24;5;1,426153412;0,886118937;0,014056225;0,196787149;0,293172691;0,28313253;0;0;0,212851406;0;0;0;7;98;146;141;0;0;106;0;0;0;498
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;25;7;1,415194573;0,727266145;0,006891799;0;0,33149552;0,192970365;0;0;0,088904204;0,351481737;0,022742936;0,005513439;20;0;962;560;0;0;258;1020;66;16;2902
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;25;4;0,824523792;0,594768193;0,005597015;0;0,686567164;0,229477612;0;0;0,078358209;0;0;0;3;0;368;123;0;0;42;0;0;0;536
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;26;8;1,376362417;0,661890411;0,422818792;0,029082774;0,0098434;0;0;0,0049217;0,296644295;0,185682327;0,047427293;0,003579418;945;65;22;0;0;11;663;415;106;8;2235
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;26;3;0,741757401;0,675176683;0,658252427;0,029126214;0;0;0;0;0,312621359;0;0;0;339;15;0;0;0;0;161;0;0;0;515
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;27;8;1,87530743;0,901832243;0,031212959;0,192018965;0,182931648;0,106677203;0;0;0,150533386;0,235875148;0,084946661;0,01580403;79;486;463;270;0;0;381;597;215;40;2531
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;27;5;1,273856461;0,791491521;0,006097561;0,382113821;0,06300813;0,225609756;0;0;0,323170732;0;0;0;3;188;31;111;0;0;159;0;0;0;492
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;28;9;1,911912743;0,870148989;0,035274542;0,054575707;0,207321131;0,14608985;0,308485857;0;0,100166389;0,032612313;0,076539101;0,038935108;106;164;623;439;927;0;301;98;230;117;3005
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;28;4;1,378429397;0,994326628;0;0,298651252;0,21194605;0,23699422;0;0;0,252408478;0;0;0;0;155;110;123;0;0;131;0;0;0;519
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;29;7;1,457124942;0,748814092;0,467089611;0,006740682;0,034496431;0,080095163;0;0;0,115384615;0,053528945;0,242664552;0;1178;17;87;202;0;0;291;135;612;0;2522
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;29;4;0,769768105;0,555270314;0,740458015;0;0,038167939;0,030534351;0;0;0,190839695;0;0;0;388;0;20;16;0;0;100;0;0;0;524
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;30;10;2,0798958;0,903287269;0,166130761;0,109324759;0,068953198;0,198642372;0,13361915;0,099678457;0,014648089;0,001429082;0,128617363;0,07895677;465;306;193;556;374;279;41;4;360;221;2799
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;30;6;1,471400076;0,821204018;0,151560178;0,059435364;0,202080238;0,439821694;0,130757801;0,016344725;0;0;0;0;102;40;136;296;88;11;0;0;0;0;673
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;31;9;1,705471801;0,776193667;0,422891566;0,043373494;0,067871486;0,079116466;0;0,037349398;0,113253012;0,194779116;0,040963855;0,000401606;1053;108;169;197;0;93;282;485;102;1;2490
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;31;4;0,933531226;0,673400435;0,670498084;0;0,036398467;0,095785441;0;0;0,197318008;0;0;0;350;0;19;50;0;0;103;0;0;0;522
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;32;10;2,019886683;0,877225641;0,071813285;0,195691203;0,07037702;0,097666068;0,292998205;0,057809695;0,094793537;0,014721724;0,083303411;0,020825853;200;545;196;272;816;161;264;41;232;58;2785
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;32;4;1,345972625;0,970914016;0,28957529;0,295366795;0,135135135;0;0;0;0,27992278;0;0;0;150;153;70;0;0;0;145;0;0;0;518
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;33;10;2,250227736;0,977261489;0,146817649;0,085513471;0,102303788;0,121436939;0,147598594;0,080046857;0,122608356;0,055447091;0,055837563;0,082389692;376;219;262;311;378;205;314;142;143;211;2561
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;33;5;1,505303938;0,935297924;0,166340509;0,123287671;0,395303327;0,164383562;0;0;0,150684932;0;0;0;85;63;202;84;0;0;77;0;0;0;511
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;34;8;1,784056094;0,857949627;0,111111111;0,077884959;0,162915327;0,206145052;0;0;0,099321186;0,312254377;0,014648089;0,0157199;311;218;456;577;0;0;278;874;41;44;2799
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;34;5;1,313432885;0,816081736;0,1121673;0,045627376;0,520912548;0,163498099;0;0;0,157794677;0;0;0;59;24;274;86;0;0;83;0;0;0;526
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;35;10;2,025666303;0,879735697;0,05872914;0,101412067;0,133504493;0,143453145;0,303594352;0,066752246;0,028241335;0,010269576;0,05648267;0,097560976;183;316;416;447;946;208;88;32;176;304;3116
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;35;5;1,246638911;0,774580306;0,247544204;0,011787819;0,442043222;0,04518664;0;0;0,253438114;0;0;0;126;6;225;23;0;0;129;0;0;0;509
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;36;8;1,668988881;0,802613994;0;0,21924935;0,18320327;0,10776663;0;0,154589372;0,005574136;0,011519881;0,305834262;0,012263099;0;590;493;290;0;416;15;31;823;33;2691
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;36;4;1,293535959;0,933088957;0;0,242144177;0,131238447;0,197781885;0;0,42883549;0;0;0;0;0;131;71;107;0;232;0;0;0;0;541
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;37;7;1,791043922;0,920414503;0,116853933;0,158651685;0,176629213;0,095280899;0;0;0,207191011;0;0,233707865;0,011685393;260;353;393;212;0;0;461;0;520;26;2225
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;37;4;1,316214892;0,949448349;0;0,260042283;0,200845666;0,141649049;0;0;0,397463002;0;0;0;0;123;95;67;0;0;188;0;0;0;473
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;38;9;1,588919232;0,723148307;0,4234375;0,096875;0,012890625;0,034765625;0;0,0015625;0,126953125;0,207421875;0,095703125;0,000390625;1084;248;33;89;0;4;325;531;245;1;2560
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;38;3;0,788710295;0,717915049;0,70260223;0;0;0,087360595;0;0;0,210037175;0;0;0;378;0;0;47;0;0;113;0;0;0;538
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;39;8;1,700214368;0,817630279;0,028294862;0,154877141;0,209605361;0,183544304;0;0;0,110201042;0,297840655;0,014892033;0,000744602;76;416;563;493;0;0;296;800;40;2;2686
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;39;4;1,201236618;0,866509056;0;0,430641822;0,138716356;0,076604555;0;0;0,354037267;0;0;0;0;208;67;37;0;0;171;0;0;0;483
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;40;9;1,699994346;0,773700769;0,442254631;0,082774931;0,038628301;0,070949941;0;0,014584155;0,10445408;0,113519905;0,131651557;0,001182499;1122;210;98;180;0;37;265;288;334;3;2537
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;40;4;0,971864055;0,701051726;0,580246914;0;0,010288066;0,115226337;0;0;0,294238683;0;0;0;282;0;5;56;0;0;143;0;0;0;486
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;41;9;1,515878568;0,689906068;0,388066826;0,005727924;0,064439141;0,030071599;0;0,000954654;0,294033413;0,069212411;0,147016706;0,000477327;813;12;135;63;0;2;616;145;308;1;2095
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;41;3;0,926328809;0,843180819;0,607361963;0;0,141104294;0;0;0;0,251533742;0;0;0;297;0;69;0;0;0;123;0;0;0;489
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;42;9;2,052644003;0,934198545;0,143978031;0,132993331;0,057277364;0,101216163;0,220086308;0,185955277;0,047861907;0;0,044723421;0,065908199;367;339;146;258;561;474;122;0;114;168;2549
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;42;5;1,52536906;0,947765085;0,207317073;0,231707317;0,069105691;0,18699187;0;0;0,304878049;0;0;0;102;114;34;92;0;0;150;0;0;0;492
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;43;7;1,74652411;0,897535845;0,341085271;0,077927377;0,133822929;0,038351693;0;0;0,150550796;0,187270502;0,070991432;0;836;191;328;94;0;0;369;459;174;0;2451
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;43;4;0,79756054;0,575318318;0,718808194;0,003724395;0,104283054;0;0;0;0,173184358;0;0;0;386;2;56;0;0;0;93;0;0;0;537
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;44;8;1,459113583;0,70168531;0,465472191;0,007838746;0,063829787;0,137737962;0;0,001866368;0,073534901;0,231056364;0,01866368;0;1247;21;171;369;0;5;197;619;50;0;2679
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;44;4;0,659732202;0,475896188;0,755218216;0;0,003795066;0,026565465;0;0;0,214421252;0;0;0;398;0;2;14;0;0;113;0;0;0;527
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;45;10;1,988703782;0,863683079;0,026666667;0,092444444;0,149333333;0,127111111;0,000888889;0,305333333;0,076;0,038222222;0,106666667;0,077333333;60;208;336;286;2;687;171;86;240;174;2250
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;45;5;1,522509;0,94598803;0,144053601;0,08040201;0,311557789;0,221105528;0;0,242881072;0;0;0;0;86;48;186;132;0;145;0;0;0;0;597
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;46;8;1,797692789;0,86450749;0,030132583;0,124548011;0,160707111;0,313378867;0;0;0,108879068;0,16994777;0,089594215;0,002812374;75;310;400;780;0;0;271;423;223;7;2489
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;46;4;1,275116441;0,919802083;0;0,443548387;0,155241935;0,139112903;0;0;0,262096774;0;0;0;0;220;77;69;0;0;130;0;0;0;496
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;47;9;1,598520837;0,727518185;0,417675545;0,070217918;0,029459241;0,029862793;0;0,006053269;0,154560129;0,226795803;0,0645682;0,000807103;1035;174;73;74;0;15;383;562;160;2;2478
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;47;3;0,803744191;0,731599491;0,637764933;0;0,052023121;0;0;0;0,310211946;0;0;0;331;0;27;0;0;0;161;0;0;0;519
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;48;10;2,111924868;0,917197316;0,117598684;0,117598684;0,229440789;0,051398026;0,037417763;0,172697368;0,050986842;0,022203947;0,124177632;0,076480263;286;286;558;125;91;420;124;54;302;186;2432
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;48;3;1,049824651;0,955591578;0,245714286;0;0,483809524;0;0;0;0,27047619;0;0;0;129;0;254;0;0;0;142;0;0;0;525
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;49;8;1,790199478;0,86090397;0;0,190100745;0,075339466;0,148926851;0;0,307052124;0,016644766;0,009198423;0,134034166;0,11870346;0;434;172;340;0;701;38;21;306;271;2283
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;49;4;1,27205498;0,917593706;0;0,314183124;0,168761221;0,10951526;0;0,407540395;0;0;0;0;0;175;94;61;0;227;0;0;0;0;557
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;50;8;1,821368695;0,875893195;0,126075731;0,175989673;0,175989673;0,11919105;0;0,003872633;0,153184165;0;0,235800344;0,00989673;293;409;409;277;0;9;356;0;548;23;2324
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;50;5;1,425718811;0,885848904;0,318181818;0,151515152;0,025974026;0,192640693;0;0;0,311688312;0;0;0;147;70;12;89;0;0;144;0;0;0;462
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;51;7;1,300132635;0,668136006;0,568466354;0,080203443;0,004303599;0,116197183;0;0;0,07629108;0,150625978;0,003912363;0;1453;205;11;297;0;0;195;385;10;0;2556
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;51;4;1,174051352;0,846899032;0,485265226;0,049115914;0;0,2043222;0;0;0,26129666;0;0;0;247;25;0;104;0;0;133;0;0;0;509
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;52;10;1,836184711;0,797444888;0,020963426;0,125334523;0,157894737;0,048617306;0,001338091;0,375111508;0,109277431;0,085191793;0,065120428;0,011150758;47;281;354;109;3;841;245;191;146;25;2242
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;52;5;1,508230307;0,937116179;0,24;0,212;0,31;0,058;0;0;0,18;0;0;0;120;106;155;29;0;0;90;0;0;0;500
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;53;10;1,965711937;0,853697847;0,01257622;0,297637195;0,057545732;0,058307927;0,175304878;0,196265244;0,067073171;0,050304878;0,056783537;0,02820122;33;781;151;153;460;515;176;132;149;74;2624
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;53;5;1,322096737;0,82146489;0,246240602;0,47556391;0,052631579;0,062030075;0;0,163533835;0;0;0;0;131;253;28;33;0;87;0;0;0;0;532
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;54;10;1,96101751;0,851659084;0,191028037;0,018317757;0,140560748;0,091962617;0,002616822;0,246728972;0,041121495;0,135327103;0,117757009;0,014579439;511;49;376;246;7;660;110;362;315;39;2675
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;54;4;1,270189615;0,916248129;0,424603175;0;0,093253968;0,253968254;0;0;0,228174603;0;0;0;214;0;47;128;0;0;115;0;0;0;504
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;55;9;1,740674713;0,792215202;0,424583333;0,095;0,08875;0,02;0;0,03375;0,136666667;0,086666667;0,111666667;0,002916667;1019;228;213;48;0;81;328;208;268;7;2400
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;55;5;1,097238095;0,68175236;0,538767396;0,133200795;0,033797217;0,003976143;0;0;0,290258449;0;0;0;271;67;17;2;0;0;146;0;0;0;503
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;56;10;2,035411107;0,883967812;0,106471816;0,117327766;0,08308977;0,075991649;0,003340292;0,299373695;0,076826722;0,122755741;0,090187891;0,024634656;255;281;199;182;8;717;184;294;216;59;2395
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;56;4;1,235782874;0,891428912;0,443609023;0;0,073308271;0,266917293;0;0;0,216165414;0;0;0;236;0;39;142;0;0;115;0;0;0;532
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;57;10;1,884436765;0,818400488;0,386948177;0,157389635;0,042226488;0,046449136;0,048752399;0,112859885;0,024952015;0,01074856;0,068714012;0,100959693;1008;410;110;121;127;294;65;28;179;263;2605
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;57;4;1,26082359;0,90949197;0,105376344;0,408602151;0,159139785;0;0;0;0,32688172;0;0;0;49;190;74;0;0;0;152;0;0;0;465
500;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;58;10;1,957368623;0,850074392;0,030791264;0,060866452;0,168277837;0,226638024;0,221267454;0,003222342;0,121016828;0,03150734;0,117436448;0,018976011;86;170;470;633;618;9;338;88;328;53;2793
999;0;0;0;0;30;40;15;5;10;HighPerturbationHighfractality;58;5;1,441507275;0,895658829;0,114963504;0,240875912;0,147810219;0,416058394;0;0;0,080291971;0;0;0;63;132;81;228;0;0;44;0;0;0;548
