dados_little;specialization;World Size
0,619184275;Specialist;Regular World
0,469876368;Specialist;Regular World
0,656344737;Specialist;Regular World
0,676972592;Specialist;Regular World
0,522971403;Specialist;Regular World
0,663980021;Specialist;Regular World
0,686520869;Specialist;Regular World
0,274082254;Specialist;Regular World
0,20475756;Specialist;Regular World
0,578401237;Specialist;Regular World
0,489058696;Specialist;Regular World
0,264329547;Specialist;Regular World
0,682031483;Specialist;Regular World
0,266536513;Specialist;Regular World
0,474139313;Specialist;Regular World
0,393061819;Specialist;Regular World
0,251603324;Specialist;Regular World
0,672351374;Specialist;Regular World
0,610864302;Specialist;Regular World
0,422937457;Specialist;Regular World
0,688612246;Specialist;Regular World
0,365994546;Specialist;Regular World
0,378541829;Specialist;Regular World
0,413607118;Specialist;Regular World
0,376388135;Specialist;Regular World
0,521437312;Specialist;Regular World
0,668210474;Specialist;Regular World
0,219556986;Specialist;Regular World
0,68838053;Specialist;Regular World
0,685314207;Specialist;Regular World
0,672602576;Specialist;Regular World
0,452760894;Specialist;Regular World
0,5682475;Specialist;Regular World
0,658882734;Specialist;Regular World
0,292048145;Specialist;Regular World
0,6825538;Specialist;Regular World
0,639729191;Specialist;Regular World
0,468311939;Specialist;Regular World
0,402987981;Specialist;Regular World
0,640023016;Specialist;Regular World
0,442626252;Specialist;Regular World
0,555857253;Specialist;Regular World
0,627941589;Specialist;Regular World
0,570689013;Specialist;Regular World
0,630343487;Specialist;Regular World
0,538267453;Specialist;Regular World
0,676334376;Specialist;Regular World
0,601427798;Specialist;Regular World
0,553706074;Specialist;Regular World
0,63767617;Specialist;Regular World
0,223555601;Specialist;Regular World
0,437620905;Specialist;Regular World
0,687878222;Specialist;Regular World
0,446154289;Specialist;Regular World
0,634312175;Specialist;Regular World
0,692934603;Specialist;Regular World
0,692380056;Specialist;Regular World
0,174259088;Specialist;Regular World
0,468715327;Specialist;Regular World
0,541542867;Specialist;Regular World
0,541211573;Specialist;Regular World
0,357361512;Specialist;Regular World
0,676951735;Specialist;Regular World
0,641697437;Specialist;Regular World
0,496334608;Specialist;Regular World
0,673843066;Specialist;Regular World
0,391216221;Specialist;Regular World
0,692544642;Specialist;Regular World
0,616090749;Specialist;Regular World
0,630496795;Specialist;Regular World
0,630693074;Specialist;Regular World
0,354051139;Specialist;Regular World
0,468734245;Specialist;Regular World
0,692564081;Specialist;Regular World
0,274630297;Specialist;Regular World
0,613327812;Specialist;Regular World
0,691416078;Specialist;Regular World
0,443782613;Specialist;Regular World
0,598911094;Specialist;Regular World
0,525431492;Specialist;Regular World
0,686717066;Specialist;Regular World
0,562784212;Specialist;Regular World
0,683711429;Specialist;Regular World
0,327110988;Specialist;Regular World
0,610864302;Specialist;Regular World
0,690584091;Specialist;Regular World
0,629250594;Specialist;Regular World
0,692483197;Specialist;Regular World
0,604645473;Specialist;Regular World
0,407855398;Specialist;Regular World
0,562335145;Specialist;Regular World
0,60891142;Specialist;Regular World
0,361130379;Specialist;Regular World
0,677744947;Specialist;Regular World
0,668894647;Specialist;Regular World
0,512588085;Specialist;Regular World
0,268120307;Specialist;Regular World
0,673932768;Specialist;Regular World
0,187931616;Specialist;Regular World
0,435298089;Specialist;Regular World
0,534289705;Specialist;Regular World
0,680550114;Specialist;Regular World
0,605109375;Specialist;Regular World
0,537270614;Specialist;Regular World
0,393849992;Specialist;Regular World
0,569268569;Specialist;Regular World
0,659741791;Specialist;Regular World
0,528411278;Specialist;Regular World
0,266721405;Specialist;Regular World
0,464137963;Specialist;Regular World
0,592271335;Specialist;Regular World
0,362069769;Specialist;Regular World
0,681909701;Specialist;Regular World
0,26700588;Specialist;Regular World
0,67633193;Specialist;Regular World
0,423895333;Specialist;Regular World
0,688079267;Specialist;Regular World
0,623096191;Specialist;Regular World
0,656515582;Specialist;Regular World
0,470614981;Specialist;Regular World
0,633009843;Specialist;Regular World
0,674318686;Specialist;Regular World
0,559283299;Specialist;Regular World
0,41805913;Specialist;Regular World
0,463579013;Specialist;Regular World
0,057452596;Specialist;Regular World
0,217961438;Specialist;Regular World
0,643449707;Specialist;Regular World
0,591457035;Specialist;Regular World
0,390727591;Specialist;Regular World
0,602634965;Specialist;Regular World
0,630938759;Specialist;Regular World
0,68397213;Specialist;Regular World
0,475451501;Specialist;Regular World
0,397584422;Specialist;Regular World
0,595115626;Specialist;Regular World
0,43268691;Specialist;Regular World
0,684474158;Specialist;Regular World
0,647446639;Specialist;Regular World
0,600509067;Specialist;Regular World
0,574345722;Specialist;Regular World
0,404784598;Specialist;Regular World
0,575243599;Specialist;Regular World
0,317838607;Specialist;Regular World
0,53483635;Specialist;Regular World
0,277185956;Specialist;Regular World
0,63694436;Specialist;Regular World
0,651397929;Specialist;Regular World
0,536788821;Specialist;Regular World
0,685975881;Specialist;Regular World
0,209697749;Specialist;Regular World
0,588643371;Specialist;Regular World
0,588168777;Specialist;Regular World
0,287671275;Specialist;Regular World
0,652097166;Specialist;Regular World
0,458298572;Specialist;Regular World
0,568580678;Specialist;Regular World
0,69314627;Specialist;Regular World
0,58534508;Specialist;Regular World
0,256409211;Specialist;Regular World
0,411200188;Specialist;Regular World
0,414706531;Specialist;Regular World
0,203560906;Specialist;Regular World
0,36853695;Specialist;Regular World
0,352246424;Specialist;Regular World
0,67551618;Specialist;Regular World
0,687996942;Specialist;Regular World
0,453278756;Specialist;Regular World
0,693147181;Specialist;Regular World
0,481353336;Specialist;Regular World
0,395803412;Specialist;Regular World
0,506820009;Specialist;Regular World
0,468896164;Specialist;Regular World
0,629707692;Specialist;Regular World
0,520256448;Specialist;Regular World
0,415635023;Specialist;Regular World
0,300554578;Specialist;Regular World
0,474480124;Specialist;Regular World
0,179012033;Specialist;Regular World
0,690782988;Specialist;Regular World
0,610473336;Specialist;Regular World
0,678737301;Specialist;Regular World
0,479411605;Specialist;Regular World
0,409043872;Specialist;Regular World
0,204679382;Specialist;Regular World
0,300272337;Specialist;Regular World
0,624766772;Specialist;Regular World
0,212050088;Specialist;Regular World
0,484595493;Specialist;Regular World
0,43835843;Specialist;Regular World
0,659626032;Specialist;Regular World
0,634824288;Specialist;Regular World
0,559847238;Specialist;Regular World
0,342254995;Specialist;Regular World
0,616096473;Specialist;Regular World
0,442651811;Specialist;Regular World
0,566831432;Specialist;Regular World
0,582058627;Specialist;Regular World
0,443307799;Specialist;Regular World
0,642332816;Specialist;Regular World
0,541155517;Specialist;Regular World
0,502079886;Specialist;Regular World
0,505043011;Specialist;Regular World
0,60261112;Specialist;Regular World
0,556227625;Specialist;Regular World
0,260800611;Specialist;Regular World
0,65892491;Specialist;Regular World
0,682784685;Specialist;Regular World
0,692995417;Specialist;Regular World
0,681191978;Specialist;Regular World
0,517665686;Specialist;Regular World
0,343381089;Specialist;Regular World
0,578550869;Specialist;Regular World
0,464990959;Specialist;Regular World
0,373229896;Specialist;Regular World
0,209189374;Specialist;Regular World
0,511740073;Specialist;Regular World
0,665069061;Specialist;Regular World
0,634353358;Specialist;Regular World
0,661563238;Specialist;Regular World
0,335736239;Specialist;Regular World
0,596840863;Specialist;Regular World
0,429582948;Specialist;Regular World
0,658955681;Specialist;Regular World
0,553269287;Specialist;Regular World
0,576566076;Specialist;Regular World
0,684634176;Specialist;Regular World
0,522609705;Specialist;Regular World
0,575039824;Specialist;Regular World
0,596281512;Specialist;Regular World
0,464472958;Specialist;Regular World
0,435970537;Specialist;Regular World
0,638263352;Specialist;Regular World
0,343592056;Specialist;Regular World
0,589588949;Specialist;Regular World
0,390446283;Specialist;Regular World
0,648863499;Specialist;Regular World
0,674779828;Specialist;Regular World
0,648798665;Specialist;Regular World
0,657307104;Specialist;Regular World
0,263262759;Specialist;Regular World
0,304051814;Specialist;Regular World
0,536558949;Specialist;Regular World
0,219599832;Specialist;Regular World
0,526142266;Specialist;Regular World
0,327021067;Specialist;Regular World
0,212170303;Specialist;Regular World
0,546571014;Specialist;Regular World
0,640840199;Specialist;Regular World
0,524707185;Specialist;Regular World
0,299672539;Specialist;Regular World
0,403076776;Specialist;Regular World
0,642343171;Specialist;Regular World
0,485435524;Specialist;Regular World
0,638263352;Specialist;Regular World
0,684135054;Specialist;Regular World
0,282068602;Specialist;Regular World
0,656395905;Specialist;Regular World
0,668812339;Specialist;Regular World
0,600338394;Specialist;Regular World
0,261610983;Specialist;Regular World
0,377628771;Specialist;Regular World
0,234219069;Specialist;Regular World
0,498102473;Specialist;Regular World
0,463764555;Specialist;Regular World
0,661389004;Specialist;Regular World
0,691503211;Specialist;Regular World
0,40752228;Specialist;Regular World
0,427722609;Specialist;Regular World
0,540623498;Specialist;Regular World
0,669229974;Specialist;Regular World
0,594204997;Specialist;Regular World
0,465002055;Specialist;Regular World
0,435872714;Specialist;Regular World
0,325837378;Specialist;Regular World
0,611298188;Specialist;Regular World
0,236000173;Specialist;Regular World
0,43753934;Specialist;Regular World
0,337454009;Specialist;Regular World
0,668835714;Specialist;Regular World
0,684925254;Specialist;Regular World
0,515593631;Specialist;Regular World
0,602858947;Specialist;Regular World
0,465999257;Specialist;Regular World
0,460440359;Specialist;Regular World
0,423530294;Specialist;Regular World
0,320565807;Specialist;Regular World
0,50990531;Specialist;Regular World
0,282922297;Specialist;Regular World
0,579370561;Specialist;Regular World
0,301069717;Specialist;Regular World
0,391698395;Specialist;Regular World
0,551818487;Specialist;Regular World
0,439950828;Specialist;Regular World
0,664754086;Specialist;Regular World
0,676693516;Specialist;Regular World
0,448179557;Specialist;Regular World
0,395883597;Specialist;Regular World
0,178525371;Specialist;Regular World
0,4769468;Specialist;Regular World
0,647385083;Specialist;Regular World
0,604017949;Specialist;Regular World
0,391852668;Specialist;Regular World
0,172508431;Specialist;Regular World
0,693111067;Specialist;Regular World
0,623240347;Specialist;Regular World
0,20003368;Specialist;Regular World
0,598735339;Specialist;Regular World
0,316501355;Specialist;Regular World
0,658348289;Specialist;Regular World
0,424416191;Specialist;Regular World
0,557338614;Specialist;Regular World
0,498127633;Specialist;Regular World
0,452087266;Specialist;Regular World
0,500402424;Specialist;Regular World
0,47952883;Specialist;Regular World
0,667626057;Specialist;Regular World
0,368036041;Specialist;Regular World
0,461818835;Specialist;Regular World
0,652462331;Specialist;Regular World
0,542666671;Specialist;Regular World
0,3729246;Specialist;Regular World
0,403293649;Specialist;Regular World
0,083886218;Specialist;Regular World
0,613250722;Specialist;Regular World
0,648908096;Specialist;Regular World
0,659456707;Specialist;Regular World
0,564588348;Specialist;Regular World
0,622877966;Specialist;Regular World
0,495596707;Specialist;Regular World
0,49579971;Specialist;Regular World
0,595285833;Specialist;Regular World
0,148686886;Specialist;Regular World
0,409611463;Specialist;Regular World
0,670116074;Specialist;Regular World
0,665334469;Specialist;Regular World
0,516319167;Specialist;Regular World
0,469091478;Specialist;Regular World
0,621141178;Specialist;Regular World
0,624230331;Specialist;Regular World
0,570095585;Specialist;Regular World
0,500402424;Specialist;Regular World
0,316232347;Specialist;Regular World
0,498341783;Specialist;Regular World
0,491287134;Specialist;Regular World
0,577482364;Specialist;Regular World
0,603765128;Specialist;Regular World
0,601343442;Specialist;Regular World
0,364315502;Specialist;Regular World
0,503385247;Specialist;Regular World
0,43255411;Specialist;Regular World
0,476148324;Specialist;Regular World
0,543623448;Specialist;Regular World
0,532468993;Specialist;Regular World
0,201831382;Specialist;Regular World
0,342805223;Specialist;Regular World
0,620954195;Specialist;Regular World
0,675703815;Specialist;Regular World
0,401747054;Specialist;Regular World
0,687833396;Specialist;Regular World
0,687653682;Specialist;Regular World
0,387846371;Specialist;Regular World
0,554165145;Specialist;Regular World
0,680113359;Specialist;Regular World
0,592953317;Specialist;Regular World
0,482023902;Specialist;Regular World
0,408623586;Specialist;Regular World
0,556999436;Specialist;Regular World
0,648700839;Specialist;Regular World
0,348832096;Specialist;Regular World
0,275965285;Specialist;Regular World
0,691607568;Specialist;Regular World
0,545927682;Specialist;Regular World
0,594241474;Specialist;Regular World
0,542729009;Specialist;Regular World
0,583527472;Specialist;Regular World
0,405434709;Specialist;Regular World
0,658376664;Specialist;Regular World
0,688389144;Specialist;Regular World
0,569496903;Specialist;Regular World
0,595033266;Specialist;Regular World
0,597217085;Specialist;Regular World
0,245974235;Specialist;Regular World
0,629902326;Specialist;Regular World
0,647702065;Specialist;Regular World
0,357282509;Specialist;Regular World
0,646608761;Specialist;Regular World
0,496447001;Specialist;Regular World
0,693139491;Specialist;Regular World
0,575711201;Specialist;Regular World
0,358233036;Specialist;Regular World
0,455412403;Specialist;Regular World
0,515196142;Specialist;Regular World
0,505982106;Specialist;Regular World
0,360798598;Specialist;Regular World
0,673303336;Specialist;Regular World
0,441341331;Specialist;Regular World
0,690939703;Specialist;Regular World
0,513489254;Specialist;Regular World
0,383610319;Specialist;Regular World
0,692869249;Specialist;Regular World
0,661055176;Specialist;Regular World
0,691876969;Specialist;Regular World
0,071179921;Specialist;Regular World
0,498464225;Specialist;Regular World
0,566434751;Specialist;Regular World
0,687938816;Specialist;Regular World
0,572000785;Specialist;Regular World
0,181117641;Specialist;Regular World
0,302675401;Specialist;Regular World
0,611570689;Specialist;Regular World
0,497991359;Specialist;Regular World
0,540204142;Specialist;Regular World
0,518551369;Specialist;Regular World
0,560997946;Specialist;Regular World
0,662237738;Specialist;Regular World
0,65210859;Specialist;Regular World
0,456361151;Specialist;Regular World
0,672763657;Specialist;Regular World
0,671995995;Specialist;Regular World
0,474290034;Specialist;Regular World
0,653828062;Specialist;Regular World
0,689976961;Specialist;Regular World
0,628970961;Specialist;Regular World
0,285471869;Specialist;Regular World
0,590059935;Specialist;Regular World
0,579295498;Specialist;Regular World
0,691795207;Specialist;Regular World
0,549502988;Specialist;Regular World
0,507332385;Specialist;Regular World
0,493136761;Specialist;Regular World
0,685506913;Specialist;Regular World
0,548219322;Specialist;Regular World
0,686371452;Specialist;Regular World
0,608860096;Specialist;Regular World
0,686456435;Specialist;Regular World
0,661413516;Specialist;Regular World
0,213022938;Specialist;Regular World
0,69128798;Specialist;Regular World
0,687612524;Specialist;Regular World
0,588426419;Specialist;Regular World
0,648522951;Specialist;Regular World
0,47402982;Specialist;Regular World
0,473263542;Specialist;Regular World
0,634782495;Specialist;Regular World
0,661858595;Specialist;Regular World
0,220183417;Specialist;Regular World
0,691599517;Specialist;Regular World
0,502640259;Specialist;Regular World
0,609453393;Specialist;Regular World
0,529706199;Specialist;Regular World
0,548121698;Specialist;Regular World
0,655103948;Specialist;Regular World
0,611866645;Specialist;Regular World
0,232560997;Specialist;Regular World
0,317770859;Specialist;Regular World
0,189934785;Specialist;Regular World
0,120085202;Specialist;Regular World
0,685463079;Specialist;Regular World
0,592209498;Specialist;Regular World
0,564612367;Specialist;Regular World
0,685607744;Specialist;Regular World
0,489173099;Specialist;Regular World
0,648938278;Specialist;Regular World
0,688586257;Specialist;Regular World
0,567858109;Specialist;Regular World
0,339111583;Specialist;Regular World
0,539452534;Specialist;Regular World
0,693130081;Specialist;Regular World
0,586565362;Specialist;Regular World
0,610626777;Specialist;Regular World
0,219784322;Specialist;Regular World
0,45186099;Specialist;Regular World
0,543204757;Specialist;Regular World
0,373932113;Specialist;Regular World
0,688301941;Specialist;Regular World
0,587011172;Specialist;Regular World
0,643189472;Specialist;Regular World
0,692401628;Specialist;Regular World
0,662330342;Specialist;Regular World
0,543029396;Specialist;Regular World
0,690037839;Specialist;Regular World
0,288324686;Specialist;Regular World
0,258401383;Specialist;Regular World
0,677378055;Specialist;Regular World
0,600618926;Specialist;Regular World
0,515151776;Specialist;Regular World
0,693140271;Specialist;Regular World
0,641675846;Specialist;Regular World
0,442340153;Specialist;Regular World
0,466627224;Specialist;Regular World
0,474686353;Specialist;Regular World
0,32444563;Specialist;Regular World
0,335396819;Specialist;Regular World
0,681758397;Specialist;Regular World
0,26968288;Specialist;Regular World
0,620964644;Specialist;Regular World
0,420973235;Specialist;Regular World
0,625143294;Specialist;Regular World
0,659226764;Specialist;Regular World
0,687519593;Specialist;Regular World
0,672084715;Specialist;Regular World
0,651517199;Specialist;Regular World
0,58964728;Specialist;Regular World
0,684157709;Specialist;Regular World
0,539121203;Specialist;Regular World
0,621477936;Specialist;Regular World
0,555491428;Specialist;Regular World
0,445314771;Specialist;Regular World
0,681222934;Specialist;Regular World
0,688678225;Specialist;Regular World
0,402123068;Specialist;Regular World
0,422484914;Specialist;Regular World
0,501071402;Specialist;Regular World
0,622825927;Specialist;Regular World
0,686280294;Specialist;Regular World
0,292726582;Specialist;Regular World
0,425100256;Specialist;Regular World
0,598269589;Specialist;Regular World
0,673750868;Specialist;Regular World
0,447103125;Specialist;Regular World
0,165443496;Specialist;Regular World
0,255758824;Specialist;Regular World
0,205167176;Specialist;Regular World
0,670617792;Specialist;Regular World
0,472771758;Specialist;Regular World
0,505916062;Specialist;Regular World
0,307035559;Specialist;Regular World
0,689009238;Specialist;Regular World
0,627388208;Specialist;Regular World
0,680146965;Specialist;Regular World
0,600417605;Specialist;Regular World
0,623846661;Specialist;Regular World
0,37750437;Specialist;Regular World
0,690308409;Specialist;Regular World
0,515752219;Specialist;Regular World
0,429323022;Specialist;Regular World
0,661563238;Specialist;Regular World
0,540204142;Specialist;Regular World
0,681142428;Specialist;Regular World
0,452513845;Specialist;Regular World
0,25680152;Specialist;Regular World
0,190923114;Specialist;Regular World
0,283277652;Specialist;Regular World
0,548569865;Specialist;Regular World
0,674520059;Specialist;Regular World
0,583930732;Specialist;Regular World
0,666952538;Specialist;Regular World
0,644730665;Specialist;Regular World
0,569985804;Specialist;Regular World
0,581770591;Specialist;Regular World
0,314811621;Specialist;Regular World
0,425932506;Specialist;Regular World
0,600527091;Specialist;Regular World
0,682908105;Specialist;Regular World
0,564710854;Specialist;Regular World
0,684551217;Specialist;Regular World
0,203913307;Specialist;Regular World
0,381315327;Specialist;Regular World
0,625606783;Specialist;Regular World
0,5556754;Specialist;Regular World
0,674947114;Specialist;Regular World
0,630879302;Specialist;Regular World
0,592215867;Specialist;Regular World
0,681721636;Specialist;Regular World
0,49182643;Specialist;Regular World
0,466273945;Specialist;Regular World
0,573279741;Specialist;Regular World
0,684451179;Specialist;Regular World
0,267347097;Specialist;Regular World
0,689009238;Specialist;Regular World
0,502141253;Specialist;Regular World
0,189669854;Specialist;Regular World
0,300764607;Specialist;Regular World
0,435278979;Specialist;Regular World
0,40849807;Specialist;Regular World
0,240015086;Specialist;Regular World
0,692841632;Specialist;Regular World
0,31745999;Specialist;Regular World
0,689147807;Specialist;Regular World
0,29384368;Specialist;Regular World
0,517630741;Specialist;Regular World
0,345766828;Specialist;Regular World
0,599003397;Specialist;Regular World
0,565452323;Specialist;Regular World
0,058478277;Specialist;Regular World
0,311890817;Specialist;Regular World
0,65651259;Specialist;Regular World
0,486342778;Specialist;Regular World
0,501687807;Specialist;Regular World
0,642252829;Specialist;Regular World
0,311250053;Specialist;Regular World
0,550411533;Specialist;Regular World
0,615420428;Specialist;Regular World
0,690648411;Specialist;Regular World
0,481831627;Specialist;Regular World
0,342487902;Specialist;Regular World
0,65769152;Specialist;Regular World
0,518882942;Specialist;Regular World
0,646860683;Specialist;Regular World
0,633485774;Specialist;Regular World
0,645033152;Specialist;Regular World
0,650702645;Specialist;Regular World
0,57249872;Specialist;Regular World
0,436958794;Specialist;Regular World
0,636514168;Specialist;Regular World
0,286392689;Specialist;Regular World
0,507481223;Specialist;Regular World
0,68126573;Specialist;Regular World
0,646301713;Specialist;Regular World
0,186221049;Specialist;Regular World
0,57286723;Specialist;Regular World
0,605236752;Specialist;Regular World
0,565377512;Specialist;Regular World
0,509702939;Specialist;Regular World
0,683046472;Specialist;Regular World
0,686564287;Specialist;Regular World
0,2981151;Specialist;Regular World
0,343497903;Specialist;Regular World
0,586607814;Specialist;Regular World
0,278558319;Specialist;Regular World
0,642177811;Specialist;Regular World
0,583614894;Specialist;Regular World
0,395661974;Specialist;Regular World
0,544818706;Specialist;Regular World
0,371486924;Specialist;Regular World
0,558396325;Specialist;Regular World
0,361295736;Specialist;Regular World
0,225770364;Specialist;Regular World
0,488456319;Specialist;Regular World
0,691915686;Specialist;Regular World
0,521444778;Specialist;Regular World
0,641583424;Specialist;Regular World
0,645501821;Specialist;Regular World
0,388948499;Specialist;Regular World
0,440384214;Specialist;Regular World
0,692802897;Specialist;Regular World
0,229425329;Specialist;Regular World
0,331839958;Specialist;Regular World
0,397220716;Specialist;Regular World
0,340499778;Specialist;Regular World
0,675200048;Specialist;Regular World
0,405276098;Specialist;Regular World
0,683979056;Specialist;Regular World
0,68856551;Specialist;Regular World
0,670435314;Specialist;Regular World
0,314492201;Specialist;Regular World
0,605862509;Specialist;Regular World
0,642246263;Specialist;Regular World
0,380975595;Specialist;Regular World
0,606732287;Specialist;Regular World
0,469979996;Specialist;Regular World
0,439973321;Specialist;Regular World
0,551437085;Specialist;Regular World
0,480103462;Specialist;Regular World
0,331008823;Specialist;Regular World
0,642151916;Specialist;Regular World
0,623603652;Specialist;Regular World
0,692567172;Specialist;Regular World
0,439865297;Specialist;Regular World
0,655923958;Specialist;Regular World
0,349012989;Specialist;Regular World
0,434033275;Specialist;Regular World
0,684090755;Specialist;Regular World
0,564109294;Specialist;Regular World
0,302736279;Specialist;Regular World
0,687248293;Specialist;Regular World
0,427982545;Specialist;Regular World
0,591076359;Specialist;Regular World
0,192103982;Specialist;Regular World
0,238325225;Specialist;Regular World
0,67436394;Specialist;Regular World
0,243359816;Specialist;Regular World
0,529182401;Specialist;Regular World
0,366193893;Specialist;Regular World
0,677976616;Specialist;Regular World
0,645174845;Specialist;Regular World
0,343666606;Specialist;Regular World
0,123606996;Specialist;Regular World
0,630139315;Specialist;Regular World
0,488583973;Specialist;Regular World
0,403833992;Specialist;Regular World
0,343865807;Specialist;Regular World
0,681606665;Specialist;Regular World
0,403640243;Specialist;Regular World
0,228004578;Specialist;Regular World
0,383045607;Specialist;Regular World
0,537346871;Specialist;Regular World
0,533845723;Specialist;Regular World
0,600820863;Specialist;Regular World
0,640525446;Specialist;Regular World
0,614078598;Specialist;Regular World
0,661890931;Specialist;Regular World
0,387094187;Specialist;Regular World
0,171241126;Specialist;Regular World
0,674911021;Specialist;Regular World
0,4525876;Specialist;Regular World
0,376419693;Specialist;Regular World
0,661471821;Specialist;Regular World
0,28000949;Specialist;Regular World
0,630022445;Specialist;Regular World
0,628229436;Specialist;Regular World
0,666278442;Specialist;Regular World
0,592281443;Specialist;Regular World
0,693146591;Specialist;Regular World
0,49986463;Specialist;Regular World
0,284998893;Specialist;Regular World
0,553258026;Specialist;Regular World
0,547177308;Specialist;Regular World
0,658971954;Specialist;Regular World
0,366367637;Specialist;Regular World
0,423230157;Specialist;Regular World
0,588005114;Specialist;Regular World
0,692312864;Specialist;Regular World
0,678101236;Specialist;Regular World
0,528259915;Specialist;Regular World
0,27298184;Specialist;Regular World
0,680357123;Specialist;Regular World
0,671306172;Specialist;Regular World
0,213256309;Specialist;Regular World
0,566197505;Specialist;Regular World
0,537637156;Specialist;Regular World
0,426753109;Specialist;Regular World
0,465102694;Specialist;Regular World
0,401417381;Specialist;Regular World
0,649620487;Specialist;Regular World
0,590395619;Specialist;Regular World
0,645462792;Specialist;Regular World
0,491327448;Specialist;Regular World
0,500402424;Specialist;Regular World
0,430356491;Specialist;Regular World
0,609399178;Specialist;Regular World
0,690217985;Specialist;Regular World
0,659489645;Specialist;Regular World
0,676139454;Specialist;Regular World
0,632842831;Specialist;Regular World
0,693134121;Specialist;Regular World
0,683988433;Specialist;Regular World
0,408533103;Specialist;Regular World
0,63171748;Specialist;Regular World
0,189245156;Specialist;Regular World
0,580878395;Specialist;Regular World
0,449322955;Specialist;Regular World
0,638733836;Specialist;Regular World
0,413697277;Specialist;Regular World
0,293374692;Specialist;Regular World
0,370433147;Specialist;Regular World
0,692454325;Specialist;Regular World
0,4622825;Specialist;Regular World
0,285330967;Specialist;Regular World
0,400564267;Specialist;Regular World
0,448572444;Specialist;Regular World
0,635230016;Specialist;Regular World
0,609236557;Specialist;Regular World
0,572443324;Specialist;Regular World
0,417083303;Specialist;Regular World
0,346869553;Specialist;Regular World
0,646833915;Specialist;Regular World
0,569768911;Specialist;Regular World
0,646833915;Specialist;Regular World
0,387935908;Specialist;Regular World
0,587025178;Specialist;Regular World
0,541011722;Specialist;Regular World
0,551772278;Specialist;Regular World
0,645219214;Specialist;Regular World
0,339237267;Specialist;Regular World
0,692527136;Specialist;Regular World
0,643724603;Specialist;Regular World
0,681450805;Specialist;Regular World
0,468851061;Specialist;Regular World
0,479687327;Specialist;Regular World
0,69179252;Specialist;Regular World
0,649966773;Specialist;Regular World
0,671506188;Specialist;Regular World
0,616693514;Specialist;Regular World
0,607576243;Specialist;Regular World
0,280170606;Specialist;Regular World
0,665503544;Specialist;Regular World
0,292221798;Specialist;Regular World
0,581416544;Specialist;Regular World
0,667487405;Specialist;Regular World
0,315545713;Specialist;Regular World
0,493928035;Specialist;Regular World
0,54700758;Specialist;Regular World
0,428316824;Specialist;Regular World
0,511604196;Specialist;Regular World
0,605043488;Specialist;Regular World
0,094748735;Specialist;Regular World
0,504603902;Specialist;Regular World
0,379297473;Specialist;Regular World
0,577632661;Specialist;Regular World
0,364960834;Specialist;Regular World
0,374737541;Specialist;Regular World
0,510972403;Specialist;Regular World
0,405592759;Specialist;Regular World
0,656030664;Specialist;Regular World
0,686405471;Specialist;Regular World
0,449246165;Specialist;Regular World
0,422472693;Specialist;Regular World
0,404312006;Specialist;Regular World
0,319204569;Specialist;Regular World
0,450103189;Specialist;Regular World
0,405516097;Specialist;Regular World
0,620370282;Specialist;Regular World
0,584451491;Specialist;Regular World
0,603831354;Specialist;Regular World
0,175573436;Specialist;Regular World
0,583574515;Specialist;Regular World
0,491694383;Specialist;Regular World
0,329914711;Specialist;Regular World
0,371848458;Specialist;Regular World
0,413077474;Specialist;Regular World
0,658457039;Specialist;Regular World
0,376280458;Specialist;Regular World
0,654929108;Specialist;Regular World
0,42995858;Specialist;Regular World
0,691820958;Specialist;Regular World
0,479294043;Specialist;Regular World
0,447255638;Specialist;Regular World
0,644999291;Specialist;Regular World
0,346497782;Specialist;Regular World
0,17258985;Specialist;Regular World
0,506052914;Specialist;Regular World
0,526579064;Specialist;Regular World
0,625845788;Specialist;Regular World
0,326467878;Specialist;Regular World
0,260835266;Specialist;Regular World
0,308001822;Specialist;Regular World
0,219389484;Specialist;Regular World
0,659468721;Specialist;Regular World
0,48840759;Specialist;Regular World
0,450561209;Specialist;Regular World
0,509085814;Specialist;Regular World
0,007545776;Specialist;Regular World
0,404839555;Specialist;Regular World
0,167712224;Specialist;Regular World
0,57594713;Specialist;Regular World
0,281675269;Specialist;Regular World
0,221386217;Specialist;Regular World
0,323733349;Specialist;Regular World
0,375562678;Specialist;Regular World
0,559704252;Specialist;Regular World
0,346925641;Specialist;Regular World
0,686810291;Specialist;Regular World
0,52337466;Specialist;Regular World
0,363831143;Specialist;Regular World
0,580471874;Specialist;Regular World
0,20658679;Specialist;Regular World
0,500617463;Specialist;Regular World
0,308196647;Specialist;Regular World
0,680431126;Specialist;Regular World
0,197636098;Specialist;Regular World
0,480682382;Specialist;Regular World
0,468953668;Specialist;Regular World
0,136618977;Specialist;Regular World
0,284713619;Specialist;Regular World
0,649042003;Specialist;Regular World
0,625342098;Specialist;Regular World
0,318156889;Specialist;Regular World
0,449961486;Specialist;Regular World
0,412075217;Specialist;Regular World
0,398175591;Specialist;Regular World
0,393290753;Specialist;Regular World
0,637920442;Specialist;Regular World
0,631647797;Specialist;Regular World
0,099009848;Specialist;Regular World
0,547273972;Specialist;Regular World
0,36373462;Specialist;Regular World
0,339920042;Specialist;Regular World
0,535890434;Specialist;Regular World
0,464560233;Specialist;Regular World
0,273818735;Specialist;Regular World
0,507332667;Specialist;Regular World
0,277331327;Specialist;Regular World
