dados_little;specialization;World Size
0,000454176;Intermediary;Regular World
0,008127141;Intermediary;Regular World
0,05631315;Intermediary;Regular World
0,02849692;Intermediary;Regular World
0,08517307;Intermediary;Regular World
0,000549428;Intermediary;Regular World
0,129438072;Intermediary;Regular World
0,000114677;Intermediary;Regular World
0,017929106;Intermediary;Regular World
0,005023719;Intermediary;Regular World
0,007763976;Intermediary;Regular World
0,001581485;Intermediary;Regular World
0,009990348;Intermediary;Regular World
0,073485111;Intermediary;Regular World
0,006181445;Intermediary;Regular World
0,022185042;Intermediary;Regular World
0,103839969;Intermediary;Regular World
0,018549192;Intermediary;Regular World
0,051828786;Intermediary;Regular World
0,003262315;Intermediary;Regular World
0,021427666;Intermediary;Regular World
0,010709536;Intermediary;Regular World
0,061974349;Intermediary;Regular World
0,0030672;Intermediary;Regular World
9,83E+09;Intermediary;Regular World
0,011946229;Intermediary;Regular World
7,46E+05;Intermediary;Regular World
0,002919372;Intermediary;Regular World
0,032839703;Intermediary;Regular World
0,091796047;Intermediary;Regular World
0,004241228;Intermediary;Regular World
0,001137812;Intermediary;Regular World
0,092459207;Intermediary;Regular World
0,034078536;Intermediary;Regular World
0,041006106;Intermediary;Regular World
0,014628083;Intermediary;Regular World
0,064955405;Intermediary;Regular World
0,066932042;Intermediary;Regular World
0,024686796;Intermediary;Regular World
0,035469626;Intermediary;Regular World
0,046505703;Intermediary;Regular World
0,010606052;Intermediary;Regular World
0,024725755;Intermediary;Regular World
0;Intermediary;Regular World
0,01848773;Intermediary;Regular World
0,100800912;Intermediary;Regular World
0,01966228;Intermediary;Regular World
0,005291656;Intermediary;Regular World
0,012482553;Intermediary;Regular World
0,001024215;Intermediary;Regular World
0,020597807;Intermediary;Regular World
0,025933536;Intermediary;Regular World
0,002204044;Intermediary;Regular World
0,026763633;Intermediary;Regular World
0,003834143;Intermediary;Regular World
0,001464869;Intermediary;Regular World
0,047446706;Intermediary;Regular World
0,006966885;Intermediary;Regular World
0,00666259;Intermediary;Regular World
0,001308671;Intermediary;Regular World
0,040471743;Intermediary;Regular World
0,033063059;Intermediary;Regular World
0,006963179;Intermediary;Regular World
0,005606634;Intermediary;Regular World
0,050246893;Intermediary;Regular World
0,00237684;Intermediary;Regular World
0,037025622;Intermediary;Regular World
0,051434325;Intermediary;Regular World
0,026416437;Intermediary;Regular World
0,005340717;Intermediary;Regular World
0,008814845;Intermediary;Regular World
0,070590964;Intermediary;Regular World
0,000942981;Intermediary;Regular World
0,060193502;Intermediary;Regular World
0,006266686;Intermediary;Regular World
0,018474735;Intermediary;Regular World
0,001749625;Intermediary;Regular World
0,073321303;Intermediary;Regular World
0,01290823;Intermediary;Regular World
0,006282143;Intermediary;Regular World
0,00799535;Intermediary;Regular World
0,056867198;Intermediary;Regular World
0,025846211;Intermediary;Regular World
0,000817839;Intermediary;Regular World
0,12636144;Intermediary;Regular World
0,054905921;Intermediary;Regular World
0,032421876;Intermediary;Regular World
0,04848262;Intermediary;Regular World
0,012046394;Intermediary;Regular World
0,027097462;Intermediary;Regular World
0,017112798;Intermediary;Regular World
0,054155673;Intermediary;Regular World
0,023200803;Intermediary;Regular World
0,017966044;Intermediary;Regular World
0,020519779;Intermediary;Regular World
0,010991573;Intermediary;Regular World
0,000534373;Intermediary;Regular World
0,016314876;Intermediary;Regular World
0,019424091;Intermediary;Regular World
0,064074362;Intermediary;Regular World
0,025619384;Intermediary;Regular World
0,027037873;Intermediary;Regular World
0,015822727;Intermediary;Regular World
0,087488605;Intermediary;Regular World
0,012636981;Intermediary;Regular World
0,0050948;Intermediary;Regular World
0,189670299;Intermediary;Regular World
0,007570955;Intermediary;Regular World
0,027067652;Intermediary;Regular World
0,077699331;Intermediary;Regular World
0,01701244;Intermediary;Regular World
0,000751348;Intermediary;Regular World
0,004484285;Intermediary;Regular World
0,057332582;Intermediary;Regular World
0,000838764;Intermediary;Regular World
0,000407941;Intermediary;Regular World
0,027487635;Intermediary;Regular World
0,005181967;Intermediary;Regular World
0,044260286;Intermediary;Regular World
0,004903203;Intermediary;Regular World
0,036264756;Intermediary;Regular World
0,01444218;Intermediary;Regular World
0,026469581;Intermediary;Regular World
0,016003257;Intermediary;Regular World
0,030498401;Intermediary;Regular World
0,002145487;Intermediary;Regular World
0,043048041;Intermediary;Regular World
0,048493307;Intermediary;Regular World
0,020393747;Intermediary;Regular World
0,018677876;Intermediary;Regular World
0,028741547;Intermediary;Regular World
0,092873045;Intermediary;Regular World
0,026951989;Intermediary;Regular World
0,028367197;Intermediary;Regular World
0,011732138;Intermediary;Regular World
0,012800025;Intermediary;Regular World
0,047422044;Intermediary;Regular World
0,0071698;Intermediary;Regular World
0,004852413;Intermediary;Regular World
0,016943561;Intermediary;Regular World
0,011587769;Intermediary;Regular World
0,002815025;Intermediary;Regular World
0,010778239;Intermediary;Regular World
0,049635709;Intermediary;Regular World
0,01050953;Intermediary;Regular World
0,132150772;Intermediary;Regular World
0,004590405;Intermediary;Regular World
0,031137413;Intermediary;Regular World
0,004775663;Intermediary;Regular World
0,018235881;Intermediary;Regular World
0,005245258;Intermediary;Regular World
0,029684954;Intermediary;Regular World
0,006153033;Intermediary;Regular World
0,050534788;Intermediary;Regular World
0,006044304;Intermediary;Regular World
0,033939845;Intermediary;Regular World
0,021311242;Intermediary;Regular World
0,006694135;Intermediary;Regular World
0,054631797;Intermediary;Regular World
0,007464956;Intermediary;Regular World
0,022857782;Intermediary;Regular World
0,000897466;Intermediary;Regular World
0,007462197;Intermediary;Regular World
0,031403687;Intermediary;Regular World
0,008759472;Intermediary;Regular World
0,004717873;Intermediary;Regular World
0,008212063;Intermediary;Regular World
0,022124088;Intermediary;Regular World
0,049536843;Intermediary;Regular World
0,042908658;Intermediary;Regular World
0,092718365;Intermediary;Regular World
0,044614886;Intermediary;Regular World
0,000221292;Intermediary;Regular World
0,004151119;Intermediary;Regular World
0,038545522;Intermediary;Regular World
0,009109757;Intermediary;Regular World
0,008896401;Intermediary;Regular World
0,081365857;Intermediary;Regular World
0,003579341;Intermediary;Regular World
0,005252949;Intermediary;Regular World
0,002160761;Intermediary;Regular World
0,022433639;Intermediary;Regular World
0,004145474;Intermediary;Regular World
0,001984644;Intermediary;Regular World
0,010708474;Intermediary;Regular World
0,013779767;Intermediary;Regular World
0,005362951;Intermediary;Regular World
0,019851854;Intermediary;Regular World
0,044919432;Intermediary;Regular World
0,000242891;Intermediary;Regular World
0,057920593;Intermediary;Regular World
0,035914562;Intermediary;Regular World
0,024785203;Intermediary;Regular World
0,001651018;Intermediary;Regular World
0,014588475;Intermediary;Regular World
0,007999704;Intermediary;Regular World
0,0149575;Intermediary;Regular World
0,032468684;Intermediary;Regular World
0,005041845;Intermediary;Regular World
0,015924142;Intermediary;Regular World
0,002184064;Intermediary;Regular World
0,005015119;Intermediary;Regular World
0,071168143;Intermediary;Regular World
0,006168139;Intermediary;Regular World
0,045504613;Intermediary;Regular World
0,001725184;Intermediary;Regular World
0,00896206;Intermediary;Regular World
0,01630604;Intermediary;Regular World
0,034461171;Intermediary;Regular World
0,010470697;Intermediary;Regular World
0,004904799;Intermediary;Regular World
0,013286161;Intermediary;Regular World
0,042432103;Intermediary;Regular World
0,043425773;Intermediary;Regular World
0,013628007;Intermediary;Regular World
0,01598423;Intermediary;Regular World
0,053570669;Intermediary;Regular World
0,063395341;Intermediary;Regular World
0,0057304;Intermediary;Regular World
0,003817437;Intermediary;Regular World
0,010564631;Intermediary;Regular World
0,113101755;Intermediary;Regular World
0,034196648;Intermediary;Regular World
0,067684177;Intermediary;Regular World
0,02700789;Intermediary;Regular World
0,009118233;Intermediary;Regular World
0,019313945;Intermediary;Regular World
0,028796603;Intermediary;Regular World
0,035483273;Intermediary;Regular World
0,063739527;Intermediary;Regular World
0,030073862;Intermediary;Regular World
0,027133068;Intermediary;Regular World
0,00016199;Intermediary;Regular World
0,034288471;Intermediary;Regular World
0,002473706;Intermediary;Regular World
0,001912404;Intermediary;Regular World
0,003590806;Intermediary;Regular World
0,065238052;Intermediary;Regular World
0,023780176;Intermediary;Regular World
0,051416668;Intermediary;Regular World
0,028003972;Intermediary;Regular World
0,059932776;Intermediary;Regular World
0,03209603;Intermediary;Regular World
0,006015181;Intermediary;Regular World
0,058065626;Intermediary;Regular World
0,023492132;Intermediary;Regular World
0,011980567;Intermediary;Regular World
0,005486463;Intermediary;Regular World
0,044614343;Intermediary;Regular World
0,011527886;Intermediary;Regular World
0,229136215;Intermediary;Regular World
0,014637971;Intermediary;Regular World
0,01917263;Intermediary;Regular World
0,014354882;Intermediary;Regular World
0,001358467;Intermediary;Regular World
0,003748297;Intermediary;Regular World
0,0025575;Intermediary;Regular World
0,010828249;Intermediary;Regular World
0,013832144;Intermediary;Regular World
0,096426124;Intermediary;Regular World
0,003663219;Intermediary;Regular World
0,021843748;Intermediary;Regular World
0,006992956;Intermediary;Regular World
0,006917881;Intermediary;Regular World
0,014053505;Intermediary;Regular World
0,000897128;Intermediary;Regular World
0,045407083;Intermediary;Regular World
0,022858114;Intermediary;Regular World
0,072711031;Intermediary;Regular World
0,031135461;Intermediary;Regular World
0,037291464;Intermediary;Regular World
0,000769289;Intermediary;Regular World
0,015699866;Intermediary;Regular World
0,101685708;Intermediary;Regular World
0,000458562;Intermediary;Regular World
0,031704472;Intermediary;Regular World
0,007045652;Intermediary;Regular World
0,084950534;Intermediary;Regular World
0,029720983;Intermediary;Regular World
0,013970825;Intermediary;Regular World
0,052013623;Intermediary;Regular World
0,006447726;Intermediary;Regular World
0,015797657;Intermediary;Regular World
0,031427728;Intermediary;Regular World
0,057123948;Intermediary;Regular World
0,022557371;Intermediary;Regular World
0,025910269;Intermediary;Regular World
0,020820283;Intermediary;Regular World
0,024120137;Intermediary;Regular World
0,000546111;Intermediary;Regular World
0,005451123;Intermediary;Regular World
0,026429456;Intermediary;Regular World
0,009663724;Intermediary;Regular World
0,005928613;Intermediary;Regular World
0,000541124;Intermediary;Regular World
0,023082978;Intermediary;Regular World
0,038948141;Intermediary;Regular World
0,000194302;Intermediary;Regular World
0,001904462;Intermediary;Regular World
0,021877201;Intermediary;Regular World
0,051274702;Intermediary;Regular World
0,185994919;Intermediary;Regular World
0,022235651;Intermediary;Regular World
0,037081356;Intermediary;Regular World
0,000180234;Intermediary;Regular World
0,053907708;Intermediary;Regular World
0,001344501;Intermediary;Regular World
0,021604334;Intermediary;Regular World
0,097072035;Intermediary;Regular World
0,052375131;Intermediary;Regular World
0,002239351;Intermediary;Regular World
0,06209679;Intermediary;Regular World
0,01130267;Intermediary;Regular World
0,054398916;Intermediary;Regular World
0,016569596;Intermediary;Regular World
0,00507729;Intermediary;Regular World
0,044827403;Intermediary;Regular World
0,012086493;Intermediary;Regular World
0,061210507;Intermediary;Regular World
0,022858311;Intermediary;Regular World
0,003671504;Intermediary;Regular World
0,007928191;Intermediary;Regular World
0,01092051;Intermediary;Regular World
0,05687433;Intermediary;Regular World
0,012888273;Intermediary;Regular World
0,009790357;Intermediary;Regular World
0,024637117;Intermediary;Regular World
0,009745457;Intermediary;Regular World
0,026879516;Intermediary;Regular World
0,037419031;Intermediary;Regular World
0,015357394;Intermediary;Regular World
0,069788133;Intermediary;Regular World
0,017459267;Intermediary;Regular World
0,000748482;Intermediary;Regular World
0,009580471;Intermediary;Regular World
0,013387269;Intermediary;Regular World
0,04257974;Intermediary;Regular World
0,013351853;Intermediary;Regular World
0,075279636;Intermediary;Regular World
0,008130755;Intermediary;Regular World
0,002333673;Intermediary;Regular World
0,043993404;Intermediary;Regular World
0,002769099;Intermediary;Regular World
0,006024695;Intermediary;Regular World
0,005407753;Intermediary;Regular World
0,004277532;Intermediary;Regular World
0,000870935;Intermediary;Regular World
0,032181974;Intermediary;Regular World
0,019748271;Intermediary;Regular World
0,00023859;Intermediary;Regular World
0,116854424;Intermediary;Regular World
0,043000872;Intermediary;Regular World
0,017371198;Intermediary;Regular World
0,025733286;Intermediary;Regular World
0,033165081;Intermediary;Regular World
0,004496054;Intermediary;Regular World
0,009048;Intermediary;Regular World
0,068060319;Intermediary;Regular World
0,016567837;Intermediary;Regular World
0,008701426;Intermediary;Regular World
0,031345969;Intermediary;Regular World
0,001330598;Intermediary;Regular World
0,015428188;Intermediary;Regular World
0,018426086;Intermediary;Regular World
0,021163952;Intermediary;Regular World
0,013272371;Intermediary;Regular World
0,007653788;Intermediary;Regular World
0,020809971;Intermediary;Regular World
0,047395092;Intermediary;Regular World
0,011333033;Intermediary;Regular World
0,002636751;Intermediary;Regular World
0,023699128;Intermediary;Regular World
0,062013274;Intermediary;Regular World
0,023835772;Intermediary;Regular World
0,035542699;Intermediary;Regular World
0,007453263;Intermediary;Regular World
0,149701985;Intermediary;Regular World
0,038984614;Intermediary;Regular World
0,036123807;Intermediary;Regular World
0,064066375;Intermediary;Regular World
0,013877786;Intermediary;Regular World
0,024880735;Intermediary;Regular World
0,00728913;Intermediary;Regular World
0,029990431;Intermediary;Regular World
0,001529437;Intermediary;Regular World
0,004601282;Intermediary;Regular World
0,006117138;Intermediary;Regular World
0,037986218;Intermediary;Regular World
0,061666983;Intermediary;Regular World
0,00346177;Intermediary;Regular World
0,027486117;Intermediary;Regular World
0,004471986;Intermediary;Regular World
0,005884619;Intermediary;Regular World
0,014968575;Intermediary;Regular World
0,020222142;Intermediary;Regular World
0,004606364;Intermediary;Regular World
0,051138888;Intermediary;Regular World
0,008054052;Intermediary;Regular World
0,026014546;Intermediary;Regular World
0,003068299;Intermediary;Regular World
0,036065928;Intermediary;Regular World
0,006546037;Intermediary;Regular World
0,058088146;Intermediary;Regular World
0,010921217;Intermediary;Regular World
0,024920287;Intermediary;Regular World
3,66E+09;Intermediary;Regular World
0,027220377;Intermediary;Regular World
0,02657598;Intermediary;Regular World
0,042224296;Intermediary;Regular World
0,051937474;Intermediary;Regular World
0,020303908;Intermediary;Regular World
0,01189569;Intermediary;Regular World
0,035425457;Intermediary;Regular World
0,008375405;Intermediary;Regular World
0,029259204;Intermediary;Regular World
0,093018559;Intermediary;Regular World
0,001764717;Intermediary;Regular World
0,013415937;Intermediary;Regular World
0,00214855;Intermediary;Regular World
0,010099214;Intermediary;Regular World
0,007702509;Intermediary;Regular World
0,071772002;Intermediary;Regular World
0,003430777;Intermediary;Regular World
0,015457133;Intermediary;Regular World
0,002859754;Intermediary;Regular World
0,01375533;Intermediary;Regular World
0,016088021;Intermediary;Regular World
0,119713477;Intermediary;Regular World
0,105476452;Intermediary;Regular World
0,019381843;Intermediary;Regular World
0,002806457;Intermediary;Regular World
0,110422346;Intermediary;Regular World
0,081144815;Intermediary;Regular World
0,141191765;Intermediary;Regular World
0,006383359;Intermediary;Regular World
0,003425717;Intermediary;Regular World
0,070157139;Intermediary;Regular World
0,046502959;Intermediary;Regular World
0,008694975;Intermediary;Regular World
0,001170829;Intermediary;Regular World
0,000242714;Intermediary;Regular World
0,051012268;Intermediary;Regular World
0,015318338;Intermediary;Regular World
0,005132339;Intermediary;Regular World
0,053893132;Intermediary;Regular World
2,62E+09;Intermediary;Regular World
0,035120019;Intermediary;Regular World
0,004052717;Intermediary;Regular World
0,009843762;Intermediary;Regular World
0,00358939;Intermediary;Regular World
0,020762053;Intermediary;Regular World
0,024708286;Intermediary;Regular World
0,009659086;Intermediary;Regular World
0,014566231;Intermediary;Regular World
0,000430722;Intermediary;Regular World
0,010384001;Intermediary;Regular World
0,113422226;Intermediary;Regular World
0,004481775;Intermediary;Regular World
0,006785942;Intermediary;Regular World
0,033373172;Intermediary;Regular World
0,035249322;Intermediary;Regular World
0,012819991;Intermediary;Regular World
0,00068373;Intermediary;Regular World
0,00441959;Intermediary;Regular World
0,313742173;Intermediary;Regular World
0,063507056;Intermediary;Regular World
0,047829441;Intermediary;Regular World
0,07382714;Intermediary;Regular World
0,012906045;Intermediary;Regular World
0,049888048;Intermediary;Regular World
0,033824331;Intermediary;Regular World
0,018586294;Intermediary;Regular World
0,040438482;Intermediary;Regular World
0,082954107;Intermediary;Regular World
0,025725231;Intermediary;Regular World
0,0426611;Intermediary;Regular World
0,031643469;Intermediary;Regular World
0,021667393;Intermediary;Regular World
0,028339873;Intermediary;Regular World
0,027018951;Intermediary;Regular World
0,03207873;Intermediary;Regular World
0,032548423;Intermediary;Regular World
0,091798372;Intermediary;Regular World
0,000141349;Intermediary;Regular World
0,081069246;Intermediary;Regular World
0,009047712;Intermediary;Regular World
0,026890812;Intermediary;Regular World
0,027800456;Intermediary;Regular World
0,003651308;Intermediary;Regular World
0,003808003;Intermediary;Regular World
0,019815933;Intermediary;Regular World
0,002431581;Intermediary;Regular World
0,002572539;Intermediary;Regular World
0,05115831;Intermediary;Regular World
0,000920032;Intermediary;Regular World
0,002615993;Intermediary;Regular World
0,06506016;Intermediary;Regular World
0,003695701;Intermediary;Regular World
0,032171473;Intermediary;Regular World
0,119289066;Intermediary;Regular World
0,001220809;Intermediary;Regular World
0,095221104;Intermediary;Regular World
0,000123842;Intermediary;Regular World
0,036852158;Intermediary;Regular World
0,006596568;Intermediary;Regular World
0,025961494;Intermediary;Regular World
0,006674994;Intermediary;Regular World
0,04207381;Intermediary;Regular World
0,00318373;Intermediary;Regular World
0,000761004;Intermediary;Regular World
0,005210133;Intermediary;Regular World
0,007922232;Intermediary;Regular World
0,035435377;Intermediary;Regular World
0,059891046;Intermediary;Regular World
0,029720472;Intermediary;Regular World
0,020756689;Intermediary;Regular World
0,025366233;Intermediary;Regular World
0,005270882;Intermediary;Regular World
0,003634731;Intermediary;Regular World
0,023605674;Intermediary;Regular World
0,031921235;Intermediary;Regular World
0,014849225;Intermediary;Regular World
0,030203212;Intermediary;Regular World
0,008719638;Intermediary;Regular World
0,048669786;Intermediary;Regular World
0,05570682;Intermediary;Regular World
0,001156407;Intermediary;Regular World
0,086626028;Intermediary;Regular World
0,012877591;Intermediary;Regular World
0,052145848;Intermediary;Regular World
0,084642331;Intermediary;Regular World
0,003802329;Intermediary;Regular World
0,001156514;Intermediary;Regular World
0,001763124;Intermediary;Regular World
0,011334574;Intermediary;Regular World
0,01227502;Intermediary;Regular World
0,004156914;Intermediary;Regular World
0,001282054;Intermediary;Regular World
0,005673491;Intermediary;Regular World
0,048521059;Intermediary;Regular World
0,019127651;Intermediary;Regular World
0,019092536;Intermediary;Regular World
0,000194839;Intermediary;Regular World
0,071377688;Intermediary;Regular World
0,034079815;Intermediary;Regular World
0,039180784;Intermediary;Regular World
0,006306387;Intermediary;Regular World
0,001265471;Intermediary;Regular World
0,01031411;Intermediary;Regular World
0,021596426;Intermediary;Regular World
0,013832311;Intermediary;Regular World
0,021806451;Intermediary;Regular World
0,000609897;Intermediary;Regular World
0,063911852;Intermediary;Regular World
0,008378363;Intermediary;Regular World
0,033314342;Intermediary;Regular World
0,000487912;Intermediary;Regular World
0,072892534;Intermediary;Regular World
0,032321076;Intermediary;Regular World
0,005006594;Intermediary;Regular World
0,006950706;Intermediary;Regular World
0,006128955;Intermediary;Regular World
0,012606717;Intermediary;Regular World
0,002888723;Intermediary;Regular World
0,001069208;Intermediary;Regular World
0,004213943;Intermediary;Regular World
0,061416641;Intermediary;Regular World
0,006422865;Intermediary;Regular World
0,004177978;Intermediary;Regular World
0,093903735;Intermediary;Regular World
0,000403668;Intermediary;Regular World
0,02632191;Intermediary;Regular World
0,018242165;Intermediary;Regular World
0,043840332;Intermediary;Regular World
0,039710404;Intermediary;Regular World
0,051841735;Intermediary;Regular World
0,005024962;Intermediary;Regular World
0,036402256;Intermediary;Regular World
0,003219442;Intermediary;Regular World
0,092315559;Intermediary;Regular World
0,035140795;Intermediary;Regular World
0,002722937;Intermediary;Regular World
0,015392917;Intermediary;Regular World
0,003394128;Intermediary;Regular World
0,011042486;Intermediary;Regular World
0,047103873;Intermediary;Regular World
0,002422956;Intermediary;Regular World
0,001844016;Intermediary;Regular World
0,002084646;Intermediary;Regular World
6,71E+09;Intermediary;Regular World
0,014159222;Intermediary;Regular World
0,005007041;Intermediary;Regular World
0,019341013;Intermediary;Regular World
0,000143133;Intermediary;Regular World
0,062752932;Intermediary;Regular World
0,035284737;Intermediary;Regular World
0,047422161;Intermediary;Regular World
0,01443224;Intermediary;Regular World
0,020589842;Intermediary;Regular World
0,024847406;Intermediary;Regular World
0,010259176;Intermediary;Regular World
0,018323419;Intermediary;Regular World
0,136454479;Intermediary;Regular World
0,001687498;Intermediary;Regular World
0,007837559;Intermediary;Regular World
0,009980991;Intermediary;Regular World
6,29E+09;Intermediary;Regular World
0,018222172;Intermediary;Regular World
0,000169862;Intermediary;Regular World
0,03160411;Intermediary;Regular World
0,090262797;Intermediary;Regular World
0,000808871;Intermediary;Regular World
0,001530086;Intermediary;Regular World
0,004507613;Intermediary;Regular World
0,004773375;Intermediary;Regular World
0,002215807;Intermediary;Regular World
0,025402681;Intermediary;Regular World
0,010663197;Intermediary;Regular World
0,000428084;Intermediary;Regular World
0,006479002;Intermediary;Regular World
0,03516739;Intermediary;Regular World
0,076027687;Intermediary;Regular World
0,000302283;Intermediary;Regular World
3,75E+09;Intermediary;Regular World
0,00252696;Intermediary;Regular World
0,010802222;Intermediary;Regular World
0,012530414;Intermediary;Regular World
0,059629696;Intermediary;Regular World
0,017406922;Intermediary;Regular World
0,06987004;Intermediary;Regular World
0,001327812;Intermediary;Regular World
0,07437216;Intermediary;Regular World
0,001346939;Intermediary;Regular World
0,075555778;Intermediary;Regular World
0,03506373;Intermediary;Regular World
0,023405915;Intermediary;Regular World
0,035671952;Intermediary;Regular World
0,005327439;Intermediary;Regular World
0,009083273;Intermediary;Regular World
0,003741292;Intermediary;Regular World
0,020932616;Intermediary;Regular World
0,039146179;Intermediary;Regular World
0,037540869;Intermediary;Regular World
0,000875995;Intermediary;Regular World
0,00214274;Intermediary;Regular World
0,024119576;Intermediary;Regular World
0,062135178;Intermediary;Regular World
0,000806626;Intermediary;Regular World
0,000494516;Intermediary;Regular World
0,001414147;Intermediary;Regular World
0,021945768;Intermediary;Regular World
0,022052605;Intermediary;Regular World
0,058411716;Intermediary;Regular World
0,023555516;Intermediary;Regular World
0,00633858;Intermediary;Regular World
0,056136791;Intermediary;Regular World
0,001799326;Intermediary;Regular World
0,01938812;Intermediary;Regular World
0,045759306;Intermediary;Regular World
0,008573856;Intermediary;Regular World
0,001357876;Intermediary;Regular World
0,046742287;Intermediary;Regular World
0,000150011;Intermediary;Regular World
0,009439985;Intermediary;Regular World
0,009792359;Intermediary;Regular World
0,018594747;Intermediary;Regular World
0,075727665;Intermediary;Regular World
0,040622885;Intermediary;Regular World
0,039184572;Intermediary;Regular World
0,057492673;Intermediary;Regular World
0,003598345;Intermediary;Regular World
0,000102485;Intermediary;Regular World
0,023515013;Intermediary;Regular World
0,116624458;Intermediary;Regular World
0,013012664;Intermediary;Regular World
0,069010536;Intermediary;Regular World
0,024295496;Intermediary;Regular World
0,081587202;Intermediary;Regular World
0,015301866;Intermediary;Regular World
0,032812545;Intermediary;Regular World
0,00390812;Intermediary;Regular World
0,023009668;Intermediary;Regular World
0,021341918;Intermediary;Regular World
0,003356467;Intermediary;Regular World
0,028001972;Intermediary;Regular World
0,037581519;Intermediary;Regular World
0,015032195;Intermediary;Regular World
0,006078086;Intermediary;Regular World
0,01648814;Intermediary;Regular World
0,013216669;Intermediary;Regular World
0,023235293;Intermediary;Regular World
0,073285879;Intermediary;Regular World
0,009996108;Intermediary;Regular World
0,001870338;Intermediary;Regular World
0,037989296;Intermediary;Regular World
0,004123056;Intermediary;Regular World
0,003574046;Intermediary;Regular World
0,01494411;Intermediary;Regular World
0,00040787;Intermediary;Regular World
0,066950981;Intermediary;Regular World
0,04237998;Intermediary;Regular World
0,150058916;Intermediary;Regular World
0,054878136;Intermediary;Regular World
0,010147279;Intermediary;Regular World
0,011216077;Intermediary;Regular World
0,00029921;Intermediary;Regular World
0,006083224;Intermediary;Regular World
0,016314202;Intermediary;Regular World
0,007378609;Intermediary;Regular World
0,06229321;Intermediary;Regular World
0,045665642;Intermediary;Regular World
0,041761887;Intermediary;Regular World
0,015633194;Intermediary;Regular World
0,039543;Intermediary;Regular World
0,021202693;Intermediary;Regular World
0,031667768;Intermediary;Regular World
0,008756378;Intermediary;Regular World
0,009022579;Intermediary;Regular World
0,105279146;Intermediary;Regular World
0,041371785;Intermediary;Regular World
0,00946713;Intermediary;Regular World
0,035774201;Intermediary;Regular World
0,00480982;Intermediary;Regular World
0,006881972;Intermediary;Regular World
0,040594653;Intermediary;Regular World
0,047319384;Intermediary;Regular World
0,035655439;Intermediary;Regular World
0,008416789;Intermediary;Regular World
0,005018269;Intermediary;Regular World
0,073023845;Intermediary;Regular World
0,069403452;Intermediary;Regular World
0,042086263;Intermediary;Regular World
0,079235854;Intermediary;Regular World
0,00393415;Intermediary;Regular World
0,006767264;Intermediary;Regular World
0,032255041;Intermediary;Regular World
0,021597039;Intermediary;Regular World
0,022031649;Intermediary;Regular World
0,006039403;Intermediary;Regular World
0,026716136;Intermediary;Regular World
0,002825845;Intermediary;Regular World
0,045971768;Intermediary;Regular World
0,023897292;Intermediary;Regular World
0,0133438;Intermediary;Regular World
0,04799028;Intermediary;Regular World
0,050090711;Intermediary;Regular World
0,003158615;Intermediary;Regular World
0,001392633;Intermediary;Regular World
0,086293309;Intermediary;Regular World
0,006102535;Intermediary;Regular World
0,021245659;Intermediary;Regular World
0,056651415;Intermediary;Regular World
0,005374834;Intermediary;Regular World
0,033108602;Intermediary;Regular World
0,011825674;Intermediary;Regular World
0,010026719;Intermediary;Regular World
0,018626852;Intermediary;Regular World
0,074678391;Intermediary;Regular World
0,02699004;Intermediary;Regular World
0,005910494;Intermediary;Regular World
0,037621327;Intermediary;Regular World
0,002247644;Intermediary;Regular World
0,045580966;Intermediary;Regular World
0,010300387;Intermediary;Regular World
0,04043089;Intermediary;Regular World
0,02066219;Intermediary;Regular World
0,0383329;Intermediary;Regular World
0,021989414;Intermediary;Regular World
0,006449568;Intermediary;Regular World
0,000268761;Intermediary;Regular World
0,003373269;Intermediary;Regular World
0,04382449;Intermediary;Regular World
0,003235279;Intermediary;Regular World
0,006355781;Intermediary;Regular World
0,007656609;Intermediary;Regular World
0,064830727;Intermediary;Regular World
0,021869988;Intermediary;Regular World
0,075933797;Intermediary;Regular World
0,012089492;Intermediary;Regular World
0,026510396;Intermediary;Regular World
0,032192506;Intermediary;Regular World
0,030158062;Intermediary;Regular World
0,004532814;Intermediary;Regular World
0,000294683;Intermediary;Regular World
0,04992829;Intermediary;Regular World
0,012006962;Intermediary;Regular World
0,015933673;Intermediary;Regular World
0,042152661;Intermediary;Regular World
0,047568181;Intermediary;Regular World
0,036412581;Intermediary;Regular World
0,037856323;Intermediary;Regular World
0,002194379;Intermediary;Regular World
0,004840722;Intermediary;Regular World
0,01276353;Intermediary;Regular World
0,128992643;Intermediary;Regular World
0,001127715;Intermediary;Regular World
0,005653954;Intermediary;Regular World
0,003666703;Intermediary;Regular World
0,001816374;Intermediary;Regular World
0,020218971;Intermediary;Regular World
0,001689802;Intermediary;Regular World
0,045337815;Intermediary;Regular World
0,107170401;Intermediary;Regular World
0,026214639;Intermediary;Regular World
0,017213774;Intermediary;Regular World
0,013369797;Intermediary;Regular World
0,001802166;Intermediary;Regular World
0,024912485;Intermediary;Regular World
0,026483469;Intermediary;Regular World
0,000296387;Intermediary;Regular World
0,015664246;Intermediary;Regular World
0,009851036;Intermediary;Regular World
0,016026536;Intermediary;Regular World
5,76E+09;Intermediary;Regular World
0,000420664;Intermediary;Regular World
0,035732488;Intermediary;Regular World
0,028257599;Intermediary;Regular World
0,011882589;Intermediary;Regular World
0,012430308;Intermediary;Regular World
0,037233004;Intermediary;Regular World
0,008389366;Intermediary;Regular World
0,070893974;Intermediary;Regular World
