dados_little;typeanimal;WorldSize
0,151160654;Herbivore;Regular World
0,063245398;Herbivore;Regular World
0,080311474;Herbivore;Regular World
0,100371405;Herbivore;Regular World
0,104185504;Herbivore;Regular World
0,059017128;Herbivore;Regular World
0,019848934;Herbivore;Regular World
0,086949518;Herbivore;Regular World
0,054763168;Herbivore;Regular World
0,029765887;Herbivore;Regular World
0,089346603;Herbivore;Regular World
0,063693946;Herbivore;Regular World
0,013307582;Herbivore;Regular World
0,035127439;Herbivore;Regular World
0,188881071;Herbivore;Regular World
0,153270446;Herbivore;Regular World
0,069289039;Herbivore;Regular World
0,043858148;Herbivore;Regular World
0,013598803;Herbivore;Regular World
0,222850106;Herbivore;Regular World
0,009836155;Herbivore;Regular World
0,007158152;Herbivore;Regular World
0,047281785;Herbivore;Regular World
0,003342793;Herbivore;Regular World
0,019391651;Herbivore;Regular World
0,053276055;Herbivore;Regular World
0,030407285;Herbivore;Regular World
0,051868925;Herbivore;Regular World
0,119194734;Herbivore;Regular World
0,031034613;Herbivore;Regular World
0,147288356;Herbivore;Regular World
0,08354882;Herbivore;Regular World
0,125856449;Herbivore;Regular World
0,130960129;Herbivore;Regular World
0,050988098;Herbivore;Regular World
0,102310061;Herbivore;Regular World
0,114119364;Herbivore;Regular World
0,004804575;Herbivore;Regular World
0,178354065;Herbivore;Regular World
0,02486417;Herbivore;Regular World
0,03565956;Herbivore;Regular World
0,03281594;Herbivore;Regular World
0,156031212;Herbivore;Regular World
0,121701537;Herbivore;Regular World
0,022566448;Herbivore;Regular World
0,057963709;Herbivore;Regular World
0,05273887;Herbivore;Regular World
0,070122743;Herbivore;Regular World
0,278494483;Herbivore;Regular World
0,134194123;Herbivore;Regular World
0,015000274;Herbivore;Regular World
0,053164412;Herbivore;Regular World
0,117877007;Herbivore;Regular World
0,103057386;Herbivore;Regular World
0,209818876;Herbivore;Regular World
0,067543042;Herbivore;Regular World
0,03246331;Herbivore;Regular World
0,003608149;Herbivore;Regular World
0,091140386;Herbivore;Regular World
0,334918405;Herbivore;Regular World
0,05441565;Herbivore;Regular World
0,008134077;Herbivore;Regular World
0,064787372;Herbivore;Regular World
0,102213238;Herbivore;Regular World
0,05576629;Herbivore;Regular World
0,020565305;Herbivore;Regular World
0,010297958;Herbivore;Regular World
0,090548559;Herbivore;Regular World
0,024780271;Herbivore;Regular World
0,204878213;Herbivore;Regular World
0,032046366;Herbivore;Regular World
0,102817416;Herbivore;Regular World
0,86937245;Herbivore;Regular World
0,190721218;Herbivore;Regular World
0,110985362;Herbivore;Regular World
0,211245982;Herbivore;Regular World
0,113708181;Herbivore;Regular World
0,114339649;Herbivore;Regular World
0,070657325;Herbivore;Regular World
0,01692994;Herbivore;Regular World
0,036758349;Herbivore;Regular World
0,031619014;Herbivore;Regular World
0,051387566;Herbivore;Regular World
0,042109631;Herbivore;Regular World
0,18438787;Herbivore;Regular World
0,01526352;Herbivore;Regular World
0,008876302;Herbivore;Regular World
0,009052731;Herbivore;Regular World
0,030705029;Herbivore;Regular World
0,019452441;Herbivore;Regular World
0,043182651;Herbivore;Regular World
0,025801834;Herbivore;Regular World
0,060782001;Herbivore;Regular World
0,050228487;Herbivore;Regular World
0,080619708;Herbivore;Regular World
0,035893438;Herbivore;Regular World
0,231812538;Herbivore;Regular World
0,098839142;Herbivore;Regular World
0,18372896;Herbivore;Regular World
0,006555271;Herbivore;Regular World
0,139548887;Herbivore;Regular World
0,029206646;Herbivore;Regular World
0,133457887;Herbivore;Regular World
0,027843838;Herbivore;Regular World
0,099550839;Herbivore;Regular World
0,083189619;Herbivore;Regular World
0,010749896;Herbivore;Regular World
0,045090455;Herbivore;Regular World
0,043470669;Herbivore;Regular World
0,329485494;Herbivore;Regular World
0,066533728;Herbivore;Regular World
0,007957008;Herbivore;Regular World
0,165910403;Herbivore;Regular World
0,012261735;Herbivore;Regular World
0,018894454;Herbivore;Regular World
0,057028312;Herbivore;Regular World
0,077424219;Herbivore;Regular World
0,010815711;Herbivore;Regular World
0,046391189;Herbivore;Regular World
0,009884827;Herbivore;Regular World
0,045971703;Herbivore;Regular World
0,078039157;Herbivore;Regular World
0,246087537;Herbivore;Regular World
0,128864817;Herbivore;Regular World
0,054742092;Herbivore;Regular World
0,081308934;Herbivore;Regular World
0,024951605;Herbivore;Regular World
0,065343758;Herbivore;Regular World
0,120027315;Herbivore;Regular World
0,098716226;Herbivore;Regular World
0,03710548;Herbivore;Regular World
0,074250651;Herbivore;Regular World
0,08190605;Herbivore;Regular World
0,126099452;Herbivore;Regular World
0,024210306;Herbivore;Regular World
0,024391546;Herbivore;Regular World
0,077132802;Herbivore;Regular World
0,041092241;Herbivore;Regular World
0,08079154;Herbivore;Regular World
0,380419735;Herbivore;Regular World
0,004401298;Herbivore;Regular World
0,008072436;Herbivore;Regular World
0,044372245;Herbivore;Regular World
0,119920249;Herbivore;Regular World
0,018443391;Herbivore;Regular World
0,089790416;Herbivore;Regular World
0,142378482;Herbivore;Regular World
0,012117404;Herbivore;Regular World
0,055985549;Herbivore;Regular World
0,001814131;Herbivore;Regular World
0,055667885;Herbivore;Regular World
0,003470428;Herbivore;Regular World
0,105168835;Herbivore;Regular World
0,025214552;Herbivore;Regular World
0,041453714;Herbivore;Regular World
0,359391416;Herbivore;Regular World
0,167195706;Herbivore;Regular World
0,005117633;Herbivore;Regular World
0,008965021;Herbivore;Regular World
0,046032452;Herbivore;Regular World
0,093180183;Herbivore;Regular World
0,012635524;Herbivore;Regular World
0,195009297;Herbivore;Regular World
0,031855282;Herbivore;Regular World
0,022951207;Herbivore;Regular World
0,034307191;Herbivore;Regular World
0,007052098;Herbivore;Regular World
0,029897853;Herbivore;Regular World
0,09991187;Herbivore;Regular World
0,04134578;Herbivore;Regular World
0,066784661;Herbivore;Regular World
0,057605033;Herbivore;Regular World
0,075535949;Herbivore;Regular World
0,014424371;Herbivore;Regular World
0,133371675;Herbivore;Regular World
0,064217692;Herbivore;Regular World
0,192516164;Herbivore;Regular World
0,141130572;Herbivore;Regular World
0,115088039;Herbivore;Regular World
0,005939733;Herbivore;Regular World
0,008736549;Herbivore;Regular World
0,007739543;Herbivore;Regular World
0,11228623;Herbivore;Regular World
0,061076398;Herbivore;Regular World
0,055836613;Herbivore;Regular World
0,26153331;Herbivore;Regular World
0,065245004;Herbivore;Regular World
0,146531942;Herbivore;Regular World
0,062940607;Herbivore;Regular World
0,110025253;Herbivore;Regular World
0,032045913;Herbivore;Regular World
0,629302465;Herbivore;Regular World
0,004031022;Herbivore;Regular World
0,037662984;Herbivore;Regular World
0,056000259;Herbivore;Regular World
0,060339076;Herbivore;Regular World
0,202254208;Herbivore;Regular World
0,150949521;Herbivore;Regular World
0,009819671;Herbivore;Regular World
0,066488861;Herbivore;Regular World
0,122414906;Herbivore;Regular World
0,057588139;Herbivore;Regular World
0,039274474;Herbivore;Regular World
0,001529639;Herbivore;Regular World
0,001932886;Herbivore;Regular World
0,039738528;Herbivore;Regular World
0,132898309;Herbivore;Regular World
0,053792248;Herbivore;Regular World
0,028685944;Herbivore;Regular World
0,09366895;Herbivore;Regular World
0,076211707;Herbivore;Regular World
0,011766942;Herbivore;Regular World
0,021241366;Herbivore;Regular World
0,207679701;Herbivore;Regular World
0,009668425;Herbivore;Regular World
0,001574195;Herbivore;Regular World
0,039847731;Herbivore;Regular World
0,005385511;Herbivore;Regular World
0,567733441;Herbivore;Regular World
0,192148181;Herbivore;Regular World
0,162321862;Herbivore;Regular World
0,00184806;Herbivore;Regular World
0,838059938;Herbivore;Regular World
0,101487234;Herbivore;Regular World
0,005735056;Herbivore;Regular World
0,067800399;Herbivore;Regular World
0,000183542;Herbivore;Regular World
0,196747673;Herbivore;Regular World
9,62E+09;Herbivore;Regular World
0,029174839;Herbivore;Regular World
0,512358485;Herbivore;Regular World
0,004042895;Herbivore;Regular World
0,044604328;Herbivore;Regular World
0,244324865;Herbivore;Regular World
0,433848845;Herbivore;Regular World
0,049266732;Herbivore;Regular World
0,013564861;Herbivore;Regular World
0,054284815;Herbivore;Regular World
0,018988043;Herbivore;Regular World
0,038815533;Herbivore;Regular World
0,043890089;Herbivore;Regular World
0,000349359;Herbivore;Regular World
0,109745501;Herbivore;Regular World
0,080667512;Herbivore;Regular World
0,087559529;Herbivore;Regular World
0,000332487;Herbivore;Regular World
0,075901752;Herbivore;Regular World
0,032369278;Herbivore;Regular World
0,155283248;Herbivore;Regular World
0,12270691;Herbivore;Regular World
0,080733975;Herbivore;Regular World
0,003757944;Herbivore;Regular World
0,083843572;Herbivore;Regular World
0,082537248;Herbivore;Regular World
0,1320028;Herbivore;Regular World
0,165230219;Herbivore;Regular World
0,145210162;Herbivore;Regular World
0,03666936;Herbivore;Regular World
0,894498395;Herbivore;Regular World
0,167932191;Herbivore;Regular World
0,005421717;Herbivore;Regular World
0,205772521;Herbivore;Regular World
7,61E+09;Herbivore;Regular World
0,053394322;Herbivore;Regular World
0,843391946;Herbivore;Regular World
103,144,775,762,596;Herbivore;Regular World
4,34E+09;Herbivore;Regular World
0,001045329;Herbivore;Regular World
0,015963982;Herbivore;Regular World
0,006370193;Herbivore;Regular World
0,038356477;Herbivore;Regular World
0,001487148;Herbivore;Regular World
0,155250304;Herbivore;Regular World
0,028438727;Herbivore;Regular World
0,141999549;Herbivore;Regular World
0,098613201;Herbivore;Regular World
0,24572472;Herbivore;Regular World
0,152949249;Herbivore;Regular World
0,001122021;Herbivore;Regular World
0,153275458;Herbivore;Regular World
0,003929889;Herbivore;Regular World
0,008208227;Herbivore;Regular World
0,055028952;Herbivore;Regular World
0,010387296;Herbivore;Regular World
0,043468521;Herbivore;Regular World
0,557694745;Herbivore;Regular World
0,1174098;Herbivore;Regular World
0,259187817;Herbivore;Regular World
0,351317075;Herbivore;Regular World
0,165956133;Herbivore;Regular World
0,001926263;Herbivore;Regular World
0,03640434;Herbivore;Regular World
0,041830716;Herbivore;Regular World
0,106087068;Herbivore;Regular World
0,096815798;Herbivore;Regular World
0,174059958;Herbivore;Regular World
0,056441803;Herbivore;Regular World
0,219745108;Herbivore;Regular World
0,160652033;Herbivore;Regular World
0,014673003;Herbivore;Regular World
0,128826799;Herbivore;Regular World
0,104815507;Herbivore;Regular World
0,019563349;Herbivore;Regular World
0,106850198;Herbivore;Regular World
0,02526466;Herbivore;Regular World
0,834716449;Herbivore;Regular World
0,04867937;Herbivore;Regular World
0,282004857;Herbivore;Regular World
0,001271898;Herbivore;Regular World
0,040234014;Herbivore;Regular World
0,065049677;Herbivore;Regular World
0,006621825;Herbivore;Regular World
0,468468765;Herbivore;Regular World
0,033992552;Herbivore;Regular World
0,08367276;Herbivore;Regular World
0,002102679;Herbivore;Regular World
0,094845158;Herbivore;Regular World
0,110116304;Herbivore;Regular World
0,081520804;Herbivore;Regular World
0,010534063;Herbivore;Regular World
0,022928838;Herbivore;Regular World
0,219280695;Herbivore;Regular World
0,080443264;Herbivore;Regular World
0,129864632;Herbivore;Regular World
0,134967198;Herbivore;Regular World
0,016958725;Herbivore;Regular World
0,054188632;Herbivore;Regular World
0,006101393;Herbivore;Regular World
0,168508409;Herbivore;Regular World
0,03561802;Herbivore;Regular World
0,003115033;Herbivore;Regular World
0,062093885;Herbivore;Regular World
0,020492796;Herbivore;Regular World
0,118512481;Herbivore;Regular World
0,008277658;Herbivore;Regular World
0,041414134;Herbivore;Regular World
0,024790268;Herbivore;Regular World
0,077299191;Herbivore;Regular World
0,147402658;Herbivore;Regular World
0,003295577;Herbivore;Regular World
0,07056324;Herbivore;Regular World
0,001136361;Herbivore;Regular World
0,059987578;Herbivore;Regular World
0,169331642;Herbivore;Regular World
0,005256844;Herbivore;Regular World
0,013456616;Herbivore;Regular World
0,996392191;Herbivore;Regular World
0,023249879;Herbivore;Regular World
0,004285032;Herbivore;Regular World
0,336873392;Herbivore;Regular World
0,076075804;Herbivore;Regular World
0,072558794;Herbivore;Regular World
0,005062166;Herbivore;Regular World
0,041084967;Herbivore;Regular World
0,053348243;Herbivore;Regular World
0,031364293;Herbivore;Regular World
0,03173603;Herbivore;Regular World
0,050306975;Herbivore;Regular World
0,013951498;Herbivore;Regular World
0,220415353;Herbivore;Regular World
0,054936389;Herbivore;Regular World
0,008150162;Herbivore;Regular World
0,183146214;Herbivore;Regular World
0,151823201;Herbivore;Regular World
0,003306879;Herbivore;Regular World
0,112070376;Herbivore;Regular World
0,001631404;Herbivore;Regular World
0,010807808;Herbivore;Regular World
0,681239171;Herbivore;Regular World
0,141308067;Herbivore;Regular World
0,01646514;Herbivore;Regular World
0,082323873;Herbivore;Regular World
0,133882679;Herbivore;Regular World
0,162703729;Herbivore;Regular World
0,072429634;Herbivore;Regular World
0,019138531;Herbivore;Regular World
0,010409594;Herbivore;Regular World
0,037885705;Herbivore;Regular World
0,158956639;Herbivore;Regular World
0,008216755;Herbivore;Regular World
0,082965679;Herbivore;Regular World
0,016717696;Herbivore;Regular World
0,030042114;Herbivore;Regular World
0,032786122;Herbivore;Regular World
0,018300942;Herbivore;Regular World
0,078982041;Herbivore;Regular World
0,004036247;Herbivore;Regular World
0,030597213;Herbivore;Regular World
0,045527393;Herbivore;Regular World
0,071970199;Herbivore;Regular World
0,261326134;Herbivore;Regular World
0,02981189;Herbivore;Regular World
0,186927245;Herbivore;Regular World
0,111942916;Herbivore;Regular World
0,102668424;Herbivore;Regular World
0,228788354;Herbivore;Regular World
0,062333472;Herbivore;Regular World
0,033929791;Herbivore;Regular World
0,150377424;Herbivore;Regular World
0,045217765;Herbivore;Regular World
0,097657247;Herbivore;Regular World
0,022535323;Herbivore;Regular World
0,015494088;Herbivore;Regular World
0,154891928;Herbivore;Regular World
0,037540588;Herbivore;Regular World
0,007654197;Herbivore;Regular World
0,077644698;Herbivore;Regular World
0,025233092;Herbivore;Regular World
0,081569654;Herbivore;Regular World
0,128965114;Herbivore;Regular World
0,059539914;Herbivore;Regular World
0,054012351;Herbivore;Regular World
0,016357717;Herbivore;Regular World
0,004341801;Herbivore;Regular World
0,162081164;Herbivore;Regular World
0,53767143;Herbivore;Regular World
0,061419666;Herbivore;Regular World
0,052141019;Herbivore;Regular World
0,018355957;Herbivore;Regular World
0,060189302;Herbivore;Regular World
0,036412952;Herbivore;Regular World
0,148157551;Herbivore;Regular World
0,05514878;Herbivore;Regular World
0,727820204;Herbivore;Regular World
0,141656427;Herbivore;Regular World
0,028780232;Herbivore;Regular World
0,098120566;Herbivore;Regular World
0,043107103;Herbivore;Regular World
0,004271297;Herbivore;Regular World
0,098870404;Herbivore;Regular World
0,004871571;Herbivore;Regular World
0,021721661;Herbivore;Regular World
0,281041445;Herbivore;Regular World
0,156475363;Herbivore;Regular World
0,103682914;Herbivore;Regular World
0,817280536;Herbivore;Regular World
0,025818646;Herbivore;Regular World
0,050319009;Herbivore;Regular World
0,010149155;Herbivore;Regular World
0,093019939;Herbivore;Regular World
0,004740735;Herbivore;Regular World
0,537569226;Herbivore;Regular World
0,170120912;Herbivore;Regular World
0,080181017;Herbivore;Regular World
0,055188261;Herbivore;Regular World
0,041647385;Herbivore;Regular World
0,085227544;Herbivore;Regular World
0,184998316;Herbivore;Regular World
0,00782581;Herbivore;Regular World
0,108247247;Herbivore;Regular World
0,006579989;Herbivore;Regular World
0,077907918;Herbivore;Regular World
0,021783671;Herbivore;Regular World
0,07404447;Herbivore;Regular World
0,053961091;Herbivore;Regular World
0,135899766;Herbivore;Regular World
0,06513765;Herbivore;Regular World
0,014984492;Herbivore;Regular World
0,055134605;Herbivore;Regular World
0,138592933;Herbivore;Regular World
0,000437763;Herbivore;Regular World
0,807065844;Herbivore;Regular World
0,191569049;Herbivore;Regular World
0,120495325;Herbivore;Regular World
0,046833496;Herbivore;Regular World
0,041619416;Herbivore;Regular World
0,070042447;Herbivore;Regular World
0,031669073;Herbivore;Regular World
0,049654193;Herbivore;Regular World
0,014385767;Herbivore;Regular World
0,048876235;Herbivore;Regular World
0,121978991;Herbivore;Regular World
0,024898098;Herbivore;Regular World
0,00127035;Herbivore;Regular World
103,363,993,500,702;Herbivore;Regular World
0,024425635;Herbivore;Regular World
0,075454119;Herbivore;Regular World
0,078346085;Herbivore;Regular World
0,018547256;Herbivore;Regular World
0,065921871;Herbivore;Regular World
0,037293125;Herbivore;Regular World
0,000680321;Herbivore;Regular World
0,19988534;Herbivore;Regular World
0,070151;Herbivore;Regular World
0,019328606;Herbivore;Regular World
0,01797981;Herbivore;Regular World
0,116805966;Herbivore;Regular World
0,05542498;Herbivore;Regular World
0,053401163;Herbivore;Regular World
0,006600549;Herbivore;Regular World
0,010291727;Herbivore;Regular World
0,080282785;Herbivore;Regular World
0,02717352;Herbivore;Regular World
0,209480388;Herbivore;Regular World
0,025203064;Herbivore;Regular World
0,082444582;Herbivore;Regular World
0,027466927;Herbivore;Regular World
0,122715329;Herbivore;Regular World
0,049215006;Herbivore;Regular World
0,367902552;Herbivore;Regular World
0,013416139;Herbivore;Regular World
0,067982656;Herbivore;Regular World
0,061185266;Herbivore;Regular World
0,085387499;Herbivore;Regular World
0,159441824;Herbivore;Regular World
0,168753414;Herbivore;Regular World
0,032469649;Herbivore;Regular World
0,054577091;Herbivore;Regular World
0,212208113;Herbivore;Regular World
0,028535851;Herbivore;Regular World
0,139986008;Herbivore;Regular World
0,240429376;Herbivore;Regular World
0,01046563;Herbivore;Regular World
0,009853515;Herbivore;Regular World
0,023885648;Herbivore;Regular World
0,217258366;Herbivore;Regular World
0,027937991;Herbivore;Regular World
0,272306932;Herbivore;Regular World
0,030196412;Herbivore;Regular World
0,120226714;Herbivore;Regular World
0,028338851;Herbivore;Regular World
0,012177186;Herbivore;Regular World
0,071158808;Herbivore;Regular World
0,282091603;Herbivore;Regular World
0,113510865;Herbivore;Regular World
0,642159227;Herbivore;Regular World
0,267752365;Herbivore;Regular World
0,024300687;Herbivore;Regular World
0,04719131;Herbivore;Regular World
0,068481017;Herbivore;Regular World
0,005863424;Herbivore;Regular World
0,028794737;Herbivore;Regular World
0,193459535;Herbivore;Regular World
0,018175428;Herbivore;Regular World
0,122338277;Herbivore;Regular World
0,106476923;Herbivore;Regular World
0,094541311;Herbivore;Regular World
0,070834265;Herbivore;Regular World
0,007191702;Herbivore;Regular World
0,16557315;Herbivore;Regular World
0,164712329;Herbivore;Regular World
0,024734797;Herbivore;Regular World
0,095510563;Herbivore;Regular World
0,014566371;Herbivore;Regular World
0,17258288;Herbivore;Regular World
0,042725906;Herbivore;Regular World
0,061731587;Herbivore;Regular World
0,065350688;Herbivore;Regular World
0,114298674;Herbivore;Regular World
0,026255772;Herbivore;Regular World
0,054107734;Herbivore;Regular World
0,0664679;Herbivore;Regular World
0,095335569;Herbivore;Regular World
0,277175461;Herbivore;Regular World
0,003615072;Herbivore;Regular World
0,039775908;Herbivore;Regular World
0,063916827;Herbivore;Regular World
0,090824823;Herbivore;Regular World
0,036557506;Herbivore;Regular World
0,121993127;Herbivore;Regular World
0,323167662;Herbivore;Regular World
0,323075615;Herbivore;Regular World
0,015519008;Herbivore;Regular World
0,036768594;Herbivore;Regular World
0,304402078;Herbivore;Regular World
0,043020848;Herbivore;Regular World
0,086370823;Herbivore;Regular World
0,054268794;Herbivore;Regular World
0,157348439;Herbivore;Regular World
0,036148229;Herbivore;Regular World
0,079016142;Herbivore;Regular World
0,003018971;Herbivore;Regular World
0,00516214;Herbivore;Regular World
0,024974728;Herbivore;Regular World
102,624,634,810,675;Herbivore;Regular World
0,173922156;Herbivore;Regular World
0,160751346;Herbivore;Regular World
0,12634936;Herbivore;Regular World
0,080331307;Herbivore;Regular World
0,222916909;Herbivore;Regular World
0,020874561;Herbivore;Regular World
0,062284932;Herbivore;Regular World
0,026855616;Herbivore;Regular World
0,040445754;Herbivore;Regular World
0,611566925;Herbivore;Regular World
0,018039704;Herbivore;Regular World
0,015096881;Herbivore;Regular World
0,055319955;Herbivore;Regular World
0,175393942;Herbivore;Regular World
0,085749552;Herbivore;Regular World
0,177255123;Herbivore;Regular World
0,009327831;Herbivore;Regular World
0,04898121;Herbivore;Regular World
0,150271249;Herbivore;Regular World
0,150092589;Herbivore;Regular World
0,055638845;Herbivore;Regular World
0,989043125;Herbivore;Regular World
0,037629877;Herbivore;Regular World
0,14540252;Herbivore;Regular World
0,000633167;Herbivore;Regular World
0,202854261;Herbivore;Regular World
0,077083412;Herbivore;Regular World
0,007966634;Herbivore;Regular World
0,098118586;Herbivore;Regular World
0,205988434;Herbivore;Regular World
0,010873168;Herbivore;Regular World
0,241307283;Herbivore;Regular World
0,013470805;Herbivore;Regular World
0,046603218;Herbivore;Regular World
0,006231564;Herbivore;Regular World
0,056158006;Herbivore;Regular World
0,177507466;Herbivore;Regular World
0,034211246;Herbivore;Regular World
0,01456146;Herbivore;Regular World
0,140654146;Herbivore;Regular World
0,000715894;Herbivore;Regular World
0,019034117;Herbivore;Regular World
0,107710675;Herbivore;Regular World
0,423053225;Herbivore;Regular World
0,087899724;Herbivore;Regular World
0,05581973;Herbivore;Regular World
0,322253511;Herbivore;Regular World
0,004102539;Herbivore;Regular World
0,001821702;Herbivore;Regular World
0,414069837;Herbivore;Regular World
0,171191887;Herbivore;Regular World
0,223816228;Herbivore;Regular World
0,265147998;Herbivore;Regular World
0,086592696;Herbivore;Regular World
0,495178161;Herbivore;Regular World
0,040174517;Herbivore;Regular World
0,028507896;Herbivore;Regular World
0,008543455;Herbivore;Regular World
0,094358789;Herbivore;Regular World
0,093546396;Herbivore;Regular World
0,012095669;Herbivore;Regular World
0,030288106;Herbivore;Regular World
0,12215;Herbivore;Regular World
0,13749643;Herbivore;Regular World
0,311431339;Herbivore;Regular World
0,072298565;Herbivore;Regular World
0,078159049;Herbivore;Regular World
0,806781914;Herbivore;Regular World
0,008107838;Herbivore;Regular World
0,150033149;Herbivore;Regular World
0,167414488;Herbivore;Regular World
0,090953299;Herbivore;Regular World
0,106494599;Herbivore;Regular World
0,125780822;Herbivore;Regular World
0,026739448;Herbivore;Regular World
0,107735797;Herbivore;Regular World
103,200,246,018,851;Herbivore;Regular World
0,206325554;Herbivore;Regular World
0,089540911;Herbivore;Regular World
0,077058439;Herbivore;Regular World
0,052507759;Herbivore;Regular World
0,032126818;Herbivore;Regular World
0,112323924;Herbivore;Regular World
0,038035947;Herbivore;Regular World
0,051841794;Herbivore;Regular World
0,036519662;Herbivore;Regular World
0,009966985;Herbivore;Regular World
0,076731232;Herbivore;Regular World
0,204261831;Herbivore;Regular World
0,077950257;Herbivore;Regular World
0,090986136;Herbivore;Regular World
0,036749683;Herbivore;Regular World
0,024674144;Herbivore;Regular World
0,92645183;Herbivore;Regular World
0,081744242;Herbivore;Regular World
0,103725674;Herbivore;Regular World
0,114573005;Herbivore;Regular World
0,000392747;Herbivore;Regular World
0,05361108;Herbivore;Regular World
0,727963215;Herbivore;Regular World
0,105372289;Herbivore;Regular World
0,078388719;Herbivore;Regular World
0,086553802;Herbivore;Regular World
0,135986264;Herbivore;Regular World
0,213976021;Herbivore;Regular World
0,0247964;Herbivore;Regular World
0,071177597;Herbivore;Regular World
0,21359343;Herbivore;Regular World
0,029431755;Herbivore;Regular World
0,944732089;Herbivore;Regular World
0,007275231;Herbivore;Regular World
0,086434824;Herbivore;Regular World
0,031476156;Herbivore;Regular World
0,079300878;Herbivore;Regular World
0,014418089;Herbivore;Regular World
0,004878824;Herbivore;Regular World
0,034864489;Herbivore;Regular World
0,027359691;Herbivore;Regular World
0,037751341;Herbivore;Regular World
0,000119921;Herbivore;Regular World
0,039543536;Herbivore;Regular World
0,101614427;Herbivore;Regular World
0,003359313;Herbivore;Regular World
0,118991148;Herbivore;Regular World
0,051787164;Herbivore;Regular World
0,192165307;Herbivore;Regular World
0,065637885;Herbivore;Regular World
0,01417147;Herbivore;Regular World
0,928001392;Herbivore;Regular World
0,062620737;Herbivore;Regular World
0,039358007;Herbivore;Regular World
0,127237277;Herbivore;Regular World
0,090527601;Herbivore;Regular World
0,290005294;Herbivore;Regular World
0,032066573;Herbivore;Regular World
0,010265909;Herbivore;Regular World
0,044163126;Herbivore;Regular World
0,046963359;Herbivore;Regular World
0,01898649;Herbivore;Regular World
0,012591925;Herbivore;Regular World
0,105677922;Herbivore;Regular World
0,046999113;Herbivore;Regular World
0,079805623;Herbivore;Regular World
0,011557862;Herbivore;Regular World
0,064037482;Herbivore;Regular World
0,032874497;Herbivore;Regular World
0,040719891;Herbivore;Regular World
0,185943642;Herbivore;Regular World
0,00555546;Herbivore;Regular World
0,017383329;Herbivore;Regular World
0,057036625;Herbivore;Regular World
0,06000857;Herbivore;Regular World
0,085944356;Herbivore;Regular World
0,006376986;Herbivore;Regular World
0,011827031;Herbivore;Regular World
0,164785504;Herbivore;Regular World
0,01077973;Herbivore;Regular World
0,400591991;Herbivore;Regular World
0,029743087;Herbivore;Regular World
0,051785914;Herbivore;Regular World
0,123284107;Herbivore;Regular World
0,143389448;Herbivore;Regular World
0,065937385;Herbivore;Regular World
0,00173101;Herbivore;Regular World
0,01628316;Herbivore;Regular World
0,313223247;Herbivore;Regular World
0,150901192;Herbivore;Regular World
0,011707388;Herbivore;Regular World
0,070806396;Herbivore;Regular World
0,532728799;Herbivore;Regular World
0,010147946;Herbivore;Regular World
0,116253728;Herbivore;Regular World
0,007044923;Herbivore;Regular World
0,150547864;Herbivore;Regular World
0,129156044;Herbivore;Regular World
0,12139208;Herbivore;Regular World
0,025294317;Herbivore;Regular World
0,262877071;Herbivore;Regular World
0,02313238;Herbivore;Regular World
0,270591919;Herbivore;Regular World
0,147437976;Herbivore;Regular World
0,003516391;Herbivore;Regular World
0,169132167;Herbivore;Regular World
0,032220477;Herbivore;Regular World
0,024264746;Herbivore;Regular World
0,132590747;Herbivore;Regular World
0,084395028;Herbivore;Regular World
0,081260399;Herbivore;Regular World
0,105228397;Herbivore;Regular World
0,041268135;Herbivore;Regular World
0,068330501;Herbivore;Regular World
0,188561451;Herbivore;Regular World
0,077750824;Herbivore;Regular World
0,011602268;Herbivore;Regular World
0,106159145;Herbivore;Regular World
0,178560686;Herbivore;Regular World
0,020723926;Herbivore;Regular World
0,001576184;Herbivore;Regular World
0,273517963;Herbivore;Regular World
0,047976698;Herbivore;Regular World
1,32E+08;Herbivore;Regular World
0,06140976;Herbivore;Regular World
0,053252055;Herbivore;Regular World
0,107394713;Herbivore;Regular World
0,060054225;Herbivore;Regular World
0,034506617;Herbivore;Regular World
0,05650419;Herbivore;Regular World
0,013242939;Herbivore;Regular World
0,131752935;Herbivore;Regular World
0,010362336;Herbivore;Regular World
0,064420568;Herbivore;Regular World
0,067119442;Herbivore;Regular World
0,129564582;Herbivore;Regular World
0,988932724;Herbivore;Regular World
0,015402087;Herbivore;Regular World
0,910193275;Herbivore;Regular World
0,086804188;Herbivore;Regular World
0,047194963;Herbivore;Regular World
0,08744393;Herbivore;Regular World
0,007713791;Herbivore;Regular World
0,077663208;Herbivore;Regular World
0,063913427;Herbivore;Regular World
0,114252556;Herbivore;Regular World
0,066973273;Herbivore;Regular World
0,8150377;Herbivore;Regular World
0,125549125;Herbivore;Regular World
0,073440237;Herbivore;Regular World
0,007252307;Herbivore;Regular World
0,093949639;Herbivore;Regular World
0,130153898;Herbivore;Regular World
0,056043015;Herbivore;Regular World
0,019530732;Herbivore;Regular World
0,084033714;Herbivore;Regular World
0,027607018;Herbivore;Regular World
0,073455856;Herbivore;Regular World
0,184982603;Herbivore;Regular World
0,039855885;Herbivore;Regular World
0,037277941;Herbivore;Regular World
0,005021966;Herbivore;Regular World
0,06659751;Herbivore;Regular World
0,097888287;Herbivore;Regular World
0,080912609;Herbivore;Regular World
0,00210192;Herbivore;Regular World
3,07E+09;Herbivore;Regular World
0,06472582;Herbivore;Regular World
0,021417659;Herbivore;Regular World
